index,ipc,cpu energy,dram energy,total energy,total time
1,1.268891453742981,290771.0,24537.0,315308.0,0.056551218032836914
2,1.531320571899414,20751.0,1038.0,21789.0,0.002081155776977539
3,1.5813050270080566,20752.0,977.0,21729.0,0.0018763542175292969
4,1.5953153371810913,23011.0,793.0,23804.0,0.0018646717071533203
5,1.585255742073059,23682.0,732.0,24414.0,0.0018568038940429688
6,1.5927766561508179,23376.0,733.0,24109.0,0.0018527507781982422
7,1.580191731452942,24170.0,793.0,24963.0,0.0018799304962158203
8,1.5959585905075073,21484.0,671.0,22155.0,0.001857757568359375
9,1.5714882612228394,22644.0,733.0,23377.0,0.001874685287475586
10,1.6032140254974365,21301.0,732.0,22033.0,0.0018389225006103516
11,1.5743039846420288,22339.0,733.0,23072.0,0.001880645751953125
12,1.5894089937210083,23437.0,855.0,24292.0,0.0018661022186279297
13,1.5689715147018433,22156.0,793.0,22949.0,0.001878976821899414
14,1.5886285305023193,20630.0,672.0,21302.0,0.0018572807312011719
15,1.5752874612808228,20874.0,732.0,21606.0,0.0018887519836425781
16,1.5906816720962524,24475.0,915.0,25390.0,0.0018634796142578125
17,1.5753880739212036,23499.0,794.0,24293.0,0.0018720626831054688
18,1.5957419872283936,22522.0,732.0,23254.0,0.0018489360809326172
19,1.5752735137939453,22461.0,793.0,23254.0,0.0019063949584960938
20,1.5955387353897095,22094.0,794.0,22888.0,0.0018579959869384766
21,1.5758259296417236,26306.0,916.0,27222.0,0.0018727779388427734
22,1.5905826091766357,21607.0,671.0,22278.0,0.0018620491027832031
23,1.5970737934112549,23315.0,794.0,24109.0,0.0018551349639892578
24,1.5835996866226196,23011.0,732.0,23743.0,0.001875162124633789
25,1.6035552024841309,23254.0,793.0,24047.0,0.0018353462219238281
26,1.5800232887268066,20996.0,794.0,21790.0,0.0018644332885742188
27,1.5961194038391113,20569.0,671.0,21240.0,0.0018572807312011719
28,1.5833864212036133,24231.0,732.0,24963.0,0.0018672943115234375
29,1.5969547033309937,22461.0,733.0,23194.0,0.001844644546508789
30,1.586053729057312,20874.0,732.0,21606.0,0.0018558502197265625
31,1.5989469289779663,22888.0,794.0,23682.0,0.0018649101257324219
32,1.5574618577957153,24659.0,916.0,25575.0,0.001897573471069336
33,1.5676730871200562,24353.0,854.0,25207.0,0.0018801689147949219
34,1.5443836450576782,24109.0,916.0,25025.0,0.0019068717956542969
35,1.577724575996399,21850.0,733.0,22583.0,0.001867055892944336
36,1.5662145614624023,23132.0,732.0,23864.0,0.0018973350524902344
37,1.5838305950164795,20935.0,672.0,21607.0,0.0018565654754638672
38,1.5834814310073853,21545.0,733.0,22278.0,0.0018689632415771484
39,1.5231910943984985,23071.0,793.0,23864.0,0.0019295215606689453
40,1.560166358947754,24170.0,794.0,24964.0,0.0019004344940185547
41,1.58066987991333,21423.0,671.0,22094.0,0.0018639564514160156
42,1.5602718591690063,21484.0,732.0,22216.0,0.001886129379272461
43,1.5957914590835571,23132.0,672.0,23804.0,0.0018470287322998047
44,1.5559159517288208,22522.0,671.0,23193.0,0.0018954277038574219
45,1.56907320022583,23072.0,794.0,23866.0,0.0018923282623291016
46,1.5656729936599731,11536.0,367.0,11903.0,0.001882314682006836
47,1.5860908031463623,10559.0,305.0,10864.0,0.00185394287109375
48,1.5801113843917847,23254.0,672.0,23926.0,0.0018804073333740234
49,1.578189492225647,20752.0,672.0,21424.0,0.0018770694732666016
50,1.3701061010360718,35400.0,2441.0,37841.0,0.002214670181274414
51,1.4001606702804565,36987.0,5127.0,42114.0,0.002131223678588867
52,1.4633455276489258,25696.0,2198.0,27894.0,0.0020232200622558594
53,1.4778225421905518,23498.0,2442.0,25940.0,0.002044677734375
54,1.3930399417877197,30579.0,4516.0,35095.0,0.0021660327911376953
55,1.3896548748016357,33508.0,3602.0,37110.0,0.002177715301513672
56,1.4259675741195679,28931.0,2929.0,31860.0,0.0020885467529296875
57,1.4188683032989502,27649.0,2747.0,30396.0,0.0020897388458251953
58,1.4695086479187012,23804.0,2258.0,26062.0,0.002010822296142578
59,1.3873099088668823,27283.0,3906.0,31189.0,0.0021588802337646484
60,1.4347013235092163,43335.0,5433.0,48768.0,0.002125263214111328
61,1.4347199201583862,27282.0,2930.0,30212.0,0.0021011829376220703
62,1.4632365703582764,29724.0,2868.0,32592.0,0.0020608901977539062
63,1.45669686794281,31006.0,3112.0,34118.0,0.00231170654296875
64,1.3586761951446533,47790.0,7324.0,55114.0,0.002192974090576172
65,1.4740463495254517,21911.0,2380.0,24291.0,0.0020246505737304688
66,1.4537628889083862,25512.0,2685.0,28197.0,0.002058267593383789
67,1.4176493883132935,27588.0,2746.0,30334.0,0.0021257400512695312
68,1.378631830215454,48950.0,5432.0,54382.0,0.002435922622680664
69,1.3364722728729248,38757.0,5432.0,44189.0,0.0022640228271484375
70,1.4541665315628052,42115.0,3967.0,46082.0,0.0020418167114257812
71,1.4841941595077515,23743.0,2198.0,25941.0,0.0020143985748291016
72,1.4357631206512451,37781.0,3663.0,41444.0,0.002311229705810547
73,1.4065293073654175,26855.0,3173.0,30028.0,0.0021610260009765625
74,1.4275922775268555,45044.0,4272.0,49316.0,0.0021126270294189453
75,1.3911831378936768,27770.0,2869.0,30639.0,0.002145528793334961
76,1.4493768215179443,40955.0,3479.0,44434.0,0.002042055130004883
77,1.4704262018203735,26611.0,2380.0,28991.0,0.0020265579223632812
78,1.4694396257400513,25574.0,2808.0,28382.0,0.0020236968994140625
79,1.444985270500183,24048.0,2319.0,26367.0,0.0021004676818847656
80,1.5623047351837158,23011.0,1709.0,24720.0,0.0018932819366455078
81,1.585206151008606,23621.0,1648.0,25269.0,0.0018677711486816406
82,1.5182076692581177,37781.0,1893.0,39674.0,0.0019714832305908203
83,1.498842716217041,24841.0,1464.0,26305.0,0.002012014389038086
84,1.5769404172897339,24841.0,1098.0,25939.0,0.0018880367279052734
85,1.6053293943405151,20691.0,976.0,21667.0,0.0018422603607177734
86,1.5654863119125366,22278.0,976.0,23254.0,0.0018897056579589844
87,1.5387316942214966,24231.0,1343.0,25574.0,0.0019214153289794922
88,1.5591131448745728,23316.0,1098.0,24414.0,0.0019044876098632812
89,1.5960983037948608,21423.0,976.0,22399.0,0.0018646717071533203
90,1.5861026048660278,21241.0,977.0,22218.0,0.0018620491027832031
91,1.603525996208191,22278.0,977.0,23255.0,0.0018439292907714844
92,1.5862088203430176,23804.0,916.0,24720.0,0.0018839836120605469
93,1.5570341348648071,23132.0,1282.0,24414.0,0.001916646957397461
94,1.5710519552230835,10010.0,550.0,10560.0,0.0018801689147949219
95,1.6079822778701782,10742.0,488.0,11230.0,0.0018372535705566406
96,1.5720514059066772,22034.0,977.0,23011.0,0.0018849372863769531
97,1.5989611148834229,10498.0,488.0,10986.0,0.0018596649169921875
98,1.5605438947677612,11535.0,549.0,12084.0,0.0018930435180664062
99,1.5928587913513184,11414.0,610.0,12024.0,0.001855611801147461
100,1.564629316329956,12939.0,611.0,13550.0,0.0018966197967529297
101,1.600771188735962,20691.0,977.0,21668.0,0.001851797103881836
102,1.5725303888320923,9277.0,427.0,9704.0,0.0018770694732666016
103,1.5910221338272095,11292.0,488.0,11780.0,0.0018529891967773438
104,1.559710144996643,11718.0,427.0,12145.0,0.0018982887268066406
105,1.5945994853973389,22156.0,733.0,22889.0,0.0018601417541503906
106,1.581706166267395,10010.0,305.0,10315.0,0.0018658638000488281
107,1.5918827056884766,11840.0,366.0,12206.0,0.0018544197082519531
108,1.5691248178482056,11780.0,672.0,12452.0,0.0018873214721679688
109,1.5922551155090332,10376.0,427.0,10803.0,0.0018813610076904297
110,1.566860318183899,10926.0,366.0,11292.0,0.0018813610076904297
111,1.5909980535507202,23010.0,916.0,23926.0,0.0018699169158935547
112,1.3673850297927856,29175.0,2442.0,31617.0,0.0022301673889160156
113,1.4107952117919922,42419.0,3724.0,46143.0,0.002111673355102539
114,1.417186975479126,30517.0,2625.0,33142.0,0.0020987987518310547
115,1.4183380603790283,24047.0,2381.0,26428.0,0.002155303955078125
116,1.4460850954055786,22278.0,2075.0,24353.0,0.002080678939819336
117,1.4676151275634766,28748.0,2685.0,31433.0,0.002050638198852539
118,1.4205106496810913,45410.0,4211.0,49621.0,0.002118349075317383
