pred,true
28149.936655005586,21301.0
36268.26242605434,47546.0
52520.17849293015,39307.0
40776.9672339478,56092.0
41454.50979299168,42786.0
48822.183380129456,57922.0
40869.16585302053,24353.0
25270.644823106617,35949.0
41559.41587879541,42725.0
34079.131678780745,21850.0
39196.84989004891,26917.0
31958.930322348955,39856.0
53175.70811747937,67016.0
38047.70800356654,46021.0
33356.96289798865,35706.0
55532.63746087803,54688.0
46504.81061295906,66528.0
45527.82543892597,45166.0
39390.81941940647,45227.0
40558.694535496645,45105.0
37049.61042417723,37903.0
48134.51264768932,44006.0
28852.805206362013,44311.0
28051.367626101826,22217.0
31181.807028826035,24353.0
30880.607826134714,22156.0
56458.32582695241,30457.0
33509.67485163428,20935.0
49721.18940136186,59204.0
49883.02894047223,54687.0
38692.65363132846,35278.0
45454.104343656305,40527.0
28132.304072122526,27832.0
37617.010487242136,54504.0
43709.30134386392,55237.0
27813.77246292759,34362.0
36616.77832026544,28626.0
29589.660394460894,22339.0
37176.040268153534,46814.0
51906.82920851861,68298.0
44948.50726183166,33203.0
43323.20781400034,34851.0
33804.44805627616,21423.0
40149.59860085053,41809.0
47504.008839073125,33570.0
37762.00679617096,31982.0
32971.2696032977,42297.0
28091.83584911216,22400.0
39644.946518739045,35095.0
29337.92358852041,36193.0
25227.47501268101,24842.0
43263.05024402533,43884.0
38970.90601745568,35095.0
30265.379659940576,31494.0
37665.27217847505,35950.0
27520.388963746256,31311.0
39880.12915323381,27527.0
37794.848315613985,43579.0
42964.3302758756,46691.0
39890.524150078505,37537.0
37643.90406731411,33692.0
48098.30248221001,57129.0
38660.53475872494,48340.0
29490.179718775005,28808.0
45614.09835391506,44373.0
30200.352562031912,34424.0
38468.25511120734,30395.0
41043.65727064345,32715.0
46657.92280177734,31555.0
37036.21366353781,41626.0
41087.18284566695,45165.0
58288.490094951776,25391.0
25178.64632162018,31556.0
53680.84937591296,47302.0
36301.14841607207,34118.0
40556.94906543821,44190.0
27142.67813722053,24353.0
30530.924579336774,27282.0
45188.281483167986,53100.0
40355.019303202775,31189.0
48347.66011240205,47791.0
40948.59029950018,45471.0
47805.4415122818,52246.0
39316.53132430892,47241.0
43129.33834343593,52856.0
28369.788058859907,22461.0
44993.96730685621,56763.0
37038.20372175728,42724.0
41057.654384041816,49744.0
29088.043429075187,22705.0
49372.45115427708,54199.0
40273.326857411565,54993.0
45654.288635833305,54321.0
48440.59249595797,52917.0
27380.273300394765,34790.0
30101.427768530237,32226.0
26405.734007972205,35278.0
37561.85585692499,39062.0
53653.96691348466,25634.0
38096.13645945478,41138.0
25878.568697400275,23987.0
25203.483137610572,37171.0
31558.628443857015,34851.0
47250.34868077529,25757.0
27769.79106451306,23072.0
39993.66253053647,50293.0
50905.629806541416,40344.0
47235.46215588218,45288.0
25173.465499663347,35340.0
45199.79936202476,51026.0
26625.318588378024,21790.0
53591.95269701441,55725.0
41763.04664051451,45410.0
52000.20629782189,63416.0
39310.04973804104,48828.0
46739.759776936466,55237.0
32514.523447821237,26245.0
27782.52076653141,24292.0
50641.58576904256,36804.0
50362.710794869054,42846.0
25939.637914157356,37537.0
37691.73217044337,42785.0
36478.33030346656,22949.0
47299.03284246824,45105.0
53084.96590972926,53406.0
48031.10744378294,42359.0
44588.929312154796,31922.0
35345.62029434941,21424.0
49683.767412720976,54444.0
40345.89171773809,43396.0
47932.06035620073,57250.0
33337.262433380296,38147.0
25826.0378309926,22888.0
29991.274154907558,34546.0
26606.78547635657,34363.0
41736.48658975304,26733.0
29509.07971303811,22338.0
29165.47781733537,34424.0
36163.51198726214,40039.0
46394.957175715885,56030.0
45902.79020746169,41321.0
26048.746469273756,38758.0
32020.466480140778,37780.0
40908.84472332933,33996.0
40808.708106666076,29785.0
39281.888746589044,29297.0
27072.57027614818,22278.0
29731.55488080185,39002.0
43105.31311543446,30579.0
38770.43266654288,47852.0
25451.562238778977,23011.0
40849.854505941155,28687.0
38001.769899863604,46997.0
38037.23518321608,46936.0
25762.622791418136,37109.0
27933.93195586602,21912.0
28479.919437195203,23315.0
27722.218667188514,35644.0
44626.9183006236,46936.0
27862.72344806895,47607.0
27152.417193087866,41686.0
43467.036770342354,25513.0
29320.01306454523,21668.0
28472.893086386815,20264.0
36529.91617016107,24048.0
29019.43644990021,22888.0
79492.96065852384,59082.0
31367.18261961575,41931.0
43697.67228857029,44189.0
39542.99772615527,41992.0
28044.89715747765,22033.0
33440.367460907204,24170.0
33376.76342139012,23682.0
49714.807873887155,28077.0
47894.67172049088,56091.0
36011.81173919176,47668.0
34742.510359771,33448.0
29339.65794093514,20813.0
38710.742037602584,43152.0
24918.159930100286,21301.0
30068.341660926177,34302.0
43949.57585916601,52978.0
29008.618982595566,35156.0
35933.33229242527,35766.0
33059.999517541,20690.0
40076.55568184558,39734.0
27118.641791575385,21789.0
41131.48665574833,49377.0
29448.14390800518,21790.0
41017.61974913516,34973.0
37241.867836407444,24537.0
25658.050234924915,24719.0
38381.74872570089,42725.0
33041.05505270319,24353.0
27817.085520745488,22949.0
53920.534656099815,41443.0
45526.380145247036,47669.0
28152.960654087685,23132.0
43184.337326741486,30762.0
29036.980091633828,32104.0
46718.547312787094,31250.0
43662.373769873084,59326.0
28992.39834046035,21118.0
35230.019035321515,30334.0
58756.45395290552,60974.0
42646.943783980125,44495.0
27942.37024742231,34546.0
36734.4474610186,34363.0
59643.55297775217,45715.0
29924.634998664696,36621.0
31391.930494456697,22339.0
38598.098071794666,57312.0
37357.335683711164,33386.0
30835.748133869114,37292.0
46427.20946004364,55725.0
47728.74088850478,55786.0
37407.24278620936,43579.0
38338.701209355815,37109.0
36972.05374183654,46509.0
42677.61736290474,32105.0
25527.618039222318,32409.0
57808.20788779599,36011.0
27732.824899263214,21729.0
58020.465941014,76782.0
36499.88741457017,31556.0
48679.455070512195,48339.0
28252.508035635692,34668.0
27313.534085358726,22156.0
47493.747253952635,45166.0
39670.05015817788,60241.0
29568.8704007715,23865.0
48702.63535759368,36560.0
39878.4615066812,40833.0
38991.40695240928,42114.0
38908.48044816911,36988.0
46812.09116674561,41076.0
35737.33935191718,23682.0
41991.56980644248,43518.0
35681.42872182952,11535.0
44532.707388044015,55664.0
27463.877980899648,21424.0
36520.75523176533,47668.0
29214.417684833053,23987.0
41296.98389963078,40344.0
40756.06606382155,41503.0
40422.036459330906,44372.0
29294.664836945332,24964.0
40070.151919083495,51087.0
37366.496622106904,44128.0
27001.973238753795,23559.0
29459.66178686198,31616.0
57027.56030122518,62195.0
30731.01993036433,21301.0
25179.135497942276,23559.0
41419.833862340776,43945.0
27312.211085760326,21301.0
44436.506417244964,74463.0
47154.41453342466,62439.0
41244.04168040681,28808.0
27655.134805198322,25635.0
42304.00894689848,41382.0
26994.224241105927,22644.0
52488.89344360291,65735.0
55656.67701146225,50048.0
36624.371670901746,44373.0
54025.963271156725,56640.0
40089.163089783426,45166.0
42793.229739576345,50049.0
30270.43818781685,34973.0
29052.07785175694,20813.0
27651.52157100095,21606.0
25127.471807741967,21973.0
25713.71627685154,21973.0
39693.98644502988,35278.0
45298.71303788276,56824.0
36535.04140389949,47180.0
50957.42690846592,48584.0
51325.96567895223,64209.0
36940.790927796654,45349.0
31262.498886685673,47485.0
27320.582671454467,26245.0
29541.04293863004,23560.0
36914.80899450678,39672.0
35994.36815625132,27039.0
38320.83515595537,43762.0
37645.64953737252,47546.0
32723.990972474567,10376.0
34137.51042576629,24902.0
38219.82024544108,25085.0
39718.47861406609,48889.0
24836.545307814813,22339.0
60351.52452755961,32227.0
25524.382804910245,24414.0
28231.584630222118,36255.0
42985.731739967596,49072.0
37077.2933569508,47729.0
48680.2888937885,66833.0
27337.31472519916,22033.0
30507.04388070319,36255.0
38256.84199890934,45471.0
25607.25372093197,35095.0
37012.73320007688,29297.0
62343.40604058879,44006.0
37531.3935132304,27832.0
32130.52003497028,21973.0
27742.197072888957,23377.0
36411.068559177394,25513.0
50125.08227876376,56519.0
33832.17545962444,22644.0
41332.02671252325,47302.0
43173.43091828731,27222.0
32634.238235012308,34180.0
39732.19778637236,46387.0
43630.6217795111,29297.0
37940.68956546282,47119.0
52996.65846594596,26123.0
32389.138662351295,21973.0
37310.38587443295,39856.0
49356.10821806133,57189.0
36124.64470494233,41992.0
43747.46821463163,50476.0
45792.803358494275,24170.0
30594.42856006071,23132.0
36561.72374874147,52063.0
39443.83946213624,25696.0
46590.16076352238,58715.0
36563.591512880404,42785.0
40508.39831546947,46630.0
27074.026687470818,25879.0
26174.731607502647,21606.0
36522.30058423744,43029.0
28847.67997262362,23315.0
40559.50612348557,42480.0
45403.31894730704,52124.0
46897.986081849434,58411.0
31200.87378774438,23133.0
46418.54881561364,39245.0
39540.07378586635,47302.0
31034.20919127509,32959.0
25637.271358879225,23254.0
28791.780460179638,33508.0
43019.09578866378,45654.0
26423.88912010842,22338.0
31578.995967086405,20569.0
41763.95828729664,25940.0
27666.252448882442,21607.0
40659.020152102516,45959.0
40189.711059262976,49927.0
29707.763123317738,22461.0
29842.609023562924,23865.0
44690.43339899121,36865.0
46542.77736614051,39856.0
29957.93234149876,20996.0
46004.89464705705,44555.0
38492.358162714605,33081.0
69937.01238267613,25939.0
28069.67838524963,22338.0
41007.40263458941,49073.0
26100.79927700298,38818.0
45224.2137075552,58410.0
38306.815807269624,39245.0
42998.92838302071,54444.0
40281.46497258838,34790.0
40062.20280384933,44373.0
41310.191660327575,52856.0
38235.384946598904,26123.0
46123.442081661255,65796.0
36818.44125905246,41198.0
27489.637561315845,22033.0
31895.882165016083,35583.0
27425.71111013193,33936.0
36248.0060792618,44861.0
25624.897421458765,19836.0
39629.770935110166,37781.0
24024.134613238362,33142.0
46551.84936338675,29235.0
25520.736217781843,38147.0
27458.763864804932,21850.0
46248.08198500439,41809.0
32171.077199130144,31860.0
48719.90105823518,29114.0
45563.77989860054,53894.0
29361.859875372407,33630.0
43378.92944414535,24597.0
36569.87298156196,32226.0
45694.02309436051,45288.0
38881.09769177501,47119.0
53498.78684294113,55786.0
46390.35447123062,52734.0
63610.80630293957,31617.0
31307.036167284445,22827.0
36650.509251203184,25634.0
32627.24523713498,22888.0
27543.624839046155,33874.0
44415.2606001645,28748.0
27320.927318408707,22278.0
41086.61584583906,41199.0
47278.976613262,55420.0
36821.70984629559,48217.0
36403.48632618479,39795.0
47166.699529695645,38208.0
39215.41635500145,58533.0
54512.06000595934,59509.0
43526.538399339974,26612.0
29685.505600662058,32043.0
72747.5304707449,46508.0
36503.75635457228,47424.0
28137.907364539336,21912.0
26597.446655661857,35279.0
47048.21880095353,63537.0
43893.754170227854,52307.0
42154.76569808228,25635.0
29892.182596750645,33142.0
35016.549158941896,24353.0
39943.52195752089,61462.0
47242.14385973636,54931.0
29354.177583586657,22705.0
29644.248024950153,23498.0
24133.799050538946,34424.0
33668.55709752464,37537.0
39960.309599484,46692.0
31256.106241567293,22583.0
36427.33367188732,44800.0
26210.141302636708,20569.0
38594.81836690783,37231.0
48343.89123119315,54505.0
31856.648000454676,23010.0
50387.280787411044,62256.0
31216.527430051676,22644.0
51377.084604611984,52429.0
48118.52547607149,55115.0
30627.61472645792,23621.0
39207.20041631887,24353.0
53617.645571568515,62988.0
29295.10954269269,24170.0
28854.128205960413,36072.0
26117.731448333972,22583.0
38523.13180043237,35889.0
44545.82620759128,27099.0
37406.98708040462,28991.0
47414.133807530365,32410.0
41701.57718858481,44250.0
52443.64463380838,76294.0
27944.57154087175,31738.0
38408.842423359194,42602.0
