pred,true
0.05982602874756772,0.0496
0.039916382861805946,0.0383
0.0458508467245627,0.044
0.03840874820675941,0.0415
0.04877004127722635,0.0573
0.03783969002813889,0.0317
0.053788099761425415,0.058
0.05917567654342998,0.0549
0.03962076822356153,0.0408
0.04769104784763423,0.0643
0.04139445605302805,0.0506
0.04173441288700913,0.0437
0.03799488771321721,0.0329
0.034425340956415834,0.0396
0.061592326211078116,0.0537
0.04972339848556462,0.0622
0.04413628182274505,0.0314
0.05692161492681627,0.0488
0.03879304723647714,0.0354
0.03837918674293496,0.0391
0.06008469155603158,0.0568
0.05737981761609512,0.0747
0.06141495742813147,0.0553
0.03822398905785665,0.0328
0.050469825447131786,0.05
0.049413003115407986,0.0585
0.038933464189643247,0.0383
0.05894657519879057,0.0436
0.04854093993258694,0.0562
0.038689582113091606,0.0357
0.07326910442173276,0.0618
0.03823137942381276,0.0409
0.038297892717417736,0.0368
0.038076181738734435,0.0343
0.06013642411772435,0.0506
0.038866950896038255,0.0354
0.038963025653467695,0.0399
0.035696483900866854,0.0364
0.03905910041089712,0.0271
0.038571336257793826,0.0406
0.058695302756282805,0.0721
0.05622692052694188,0.0554
0.04089191116801255,0.0424
0.06309257050016857,0.0685
0.0520291926638711,0.0542
0.03678286769641509,0.032
0.05711376444167514,0.0673
0.05559134905471638,0.0445
0.03962076822356153,0.0452
0.06025466997302212,0.0488
0.03642813013052179,0.0421
0.04320509571227513,0.0544
0.04146096934663304,0.0474
0.04060368689572423,0.0439
0.037632759781367806,0.0442
0.039310372853404885,0.0448
0.038866950896038255,0.0382
0.058141025309574504,0.0589
0.05793409506280342,0.0731
0.04008636127879649,0.0427
0.03806140100682222,0.0441
0.040714542385065874,0.0342
0.03996072505754261,0.0315
0.060121643385812135,0.0587
0.03953947419804431,0.0659
0.05340380073170767,0.0548
0.05775672627985677,0.0587
0.03738887770481615,0.0316
0.05876920641584392,0.0473
0.03878565687052103,0.0376
0.051644893634153366,0.04
0.05677380760769406,0.0656
0.039487741636351534,0.0483
0.05841446884995059,0.048
0.060535503879354316,0.0567
0.055820450399355806,0.0527
0.04390718047810564,0.0312
0.03775100563666556,0.0355
0.06418634466167293,0.0553
0.05519226929308642,0.0558
0.05763109005860288,0.0736
0.03993855395967427,0.0331
0.05542137063772584,0.0446
0.07621047007226477,0.0826
0.056389508577976324,0.0563
0.037521904292026134,0.0419
0.03443273132237193,0.0412
0.038652630283311035,0.0342
0.037617979049455574,0.037
0.043404635593090116,0.0378
0.040758884580802554,0.0333
0.05793409506280342,0.0538
0.04390718047810564,0.0439
0.039487741636351534,0.0372
0.04133533312537918,0.04
0.05839229775208227,0.0754
0.04756541162638034,0.046
0.03640595903265345,0.0399
0.03966511041929818,0.0431
0.058495762875467816,0.068
0.03946557053848321,0.0392
0.03718933782400116,0.0439
0.0603876965602321,0.0556
0.03800966844512943,0.0407
0.0439589130397984,0.0368
0.04108406068287142,0.0346
0.06793326020142096,0.0732
0.05763109005860288,0.0513
0.05766065152242733,0.0576
0.03959859712569319,0.0523
0.038127914300427196,0.0398
0.06168101060255145,0.0668
0.03765493087923613,0.0331
0.040921472631836986,0.0303
0.0377731767345339,0.03
0.03984247920224483,0.0347
0.04191178166995578,0.0403
0.056027380646126904,0.0719
0.05777150701176899,0.053
0.05774933591390066,0.0755
0.05994427460286547,0.0615
0.05780106847559342,0.0696
0.04980469251108183,0.0447
0.04763931528594145,0.0433
0.044298869873779484,0.0374
0.05802277945427675,0.0657
0.04152748264023805,0.0386
0.03867480138117939,0.039
0.06076460522399375,0.0696
0.03933254395127321,0.0383
0.04145357898067693,0.0422
0.059656050330577165,0.0521
0.035992098539111256,0.0421
0.0414240175168525,0.0418
0.054844922093149215,0.0686
0.06343991770010576,0.0575
0.05973734435609439,0.0624
0.06141495742813147,0.0553
0.0524504435233694,0.0588
0.03941383797679043,0.0333
0.03710065343252783,0.0405
0.03927342102362434,0.0461
0.05285691365095549,0.0441
0.06066853046656431,0.051
0.03811313356851498,0.0372
0.04560696464801105,0.0435
0.053854613055030406,0.0398
0.058872671539229454,0.0721
0.04474968219710222,0.0509
0.03976857554268373,0.0319
0.049915548000423485,0.0582
0.06165883950468312,0.0539
0.04041153738086535,0.0409
0.03620641915183845,0.0487
0.039480351270395425,0.0424
0.04469055926945335,0.0433
0.046575102588261544,0.0504
0.04308684985697736,0.0457
0.03783969002813889,0.0379
0.04013070347453315,0.0466
0.03916256553428267,0.0434
0.05930131276468387,0.0669
0.037965326249392764,0.0383
0.055450932101550277,0.0724
0.060934583640984294,0.0572
0.05845881104568726,0.0559
0.04141662715089639,0.043
0.055650471982365265,0.0553
0.06240526646625029,0.0619
0.04217783484437576,0.041
0.05534746697816474,0.0676
0.05968561179440161,0.0731
0.03976118517672762,0.0352
0.037714053806885,0.0319
0.06791108910355263,0.0578
0.03914778480237045,0.0398
0.041372284955159724,0.0415
0.045267007814029966,0.0489
0.05727635249270957,0.051
0.03897780638537991,0.038
0.0555322261270675,0.0496
0.055628300884496926,0.0696
0.05780106847559342,0.0629
0.054674943676158674,0.0663
0.03589602378168183,0.0415
0.05490404502079811,0.0434
0.0391034426066338,0.0444
0.03660549891346844,0.0473
0.04010853237666481,0.0478
0.059456510449762176,0.0502
0.05799321799045229,0.0762
0.03799488771321721,0.0426
0.06464454735095178,0.0559
0.037987497347261104,0.0443
0.05792670469684731,0.0473
0.055680033446189714,0.0677
0.05732808505440236,0.0651
0.058355345922301724,0.0677
0.058059731284057295,0.0746
0.037344535509079485,0.0409
0.03988682139798151,0.0356
0.03919212699810712,0.0496
0.03608817329654068,0.0333
0.05517748856117419,0.0427
0.047964491388010316,0.0443
0.04113579324456418,0.0373
0.05859922799885335,0.0583
0.053758538297600966,0.0548
0.040588906163812,0.0353
0.0386230688194866,0.0398
0.03962815858951764,0.0401
0.03740365843672837,0.041
0.03929559212149267,0.0381
0.03694545574744952,0.0342
0.038201817959988296,0.0303
0.04126142946581807,0.0363
0.05899830776048333,0.0716
0.05810407347979396,0.0497
0.058059731284057295,0.0728
0.056167797599292996,0.0542
0.04803839504757142,0.0477
0.039428618708702665,0.0276
0.056197359063117444,0.0457
0.03968728151716651,0.0362
0.037248460751650045,0.0372
0.03760319831754334,0.0383
0.058347955556345615,0.0762
0.03997550578945483,0.0336
0.04804578541352754,0.0453
0.04200785642738522,0.0316
0.03695284611340563,0.0412
0.05128276570230393,0.0609
0.05569481417810193,0.0686
0.05737981761609512,0.0582
0.04236998435923464,0.0426
0.04214088301459522,0.0286
0.03924385955979988,0.0437
0.05932348386255219,0.0739
0.03559301877748128,0.0356
0.03973162371290319,0.0341
0.05674424614386962,0.0498
0.03728541258143059,0.0317
0.06319603562355411,0.0525
0.05459364965064145,0.0654
0.039923773227762055,0.038
0.05973734435609439,0.0483
0.04150531154236972,0.0321
0.05156359960863614,0.0392
0.0377731767345339,0.0429
0.03892607382368714,0.0421
0.03782490929622667,0.0332
0.03863784955139882,0.0437
0.05587218296104858,0.0476
0.03907388114280934,0.046
0.054401500135782585,0.0647
0.042724721925127954,0.0498
0.04733631028174093,0.0389
0.05877659678180003,0.0452
0.03783229966218278,0.0327
0.0627747847640558,0.0536
0.05733547542035847,0.0523
0.04236259399327853,0.0394
0.039044319678984904,0.0371
0.038076181738734435,0.0383
0.03950991273421986,0.0397
0.058081902381925635,0.0733
0.03885217016412604,0.0367
0.05780845884154953,0.0547
0.04067020018932922,0.0441
0.03874870504074049,0.029
0.059412168254025524,0.0557
0.04155704410406248,0.0358
0.05802277945427675,0.0497
0.04287252924425017,0.0321
0.03765493087923613,0.0307
0.062035748168444746,0.072
0.059456510449762176,0.0458
0.05436454830600203,0.0571
0.03959859712569319,0.0375
0.03900736784920436,0.0416
0.05797104689258396,0.0557
0.05674424614386962,0.0729
0.0546232111144659,0.0648
0.03962076822356153,0.0423
0.040049409449015944,0.0312
0.057350256152270684,0.0641
0.04112840287860807,0.0344
0.06324037781929079,0.0569
0.040359804819172576,0.0326
0.05341119109766378,0.0607
0.03659810854751233,0.0405
0.04694462088606706,0.043
0.05930131276468387,0.0618
0.05669251358217685,0.0738
0.05950085264549884,0.0757
0.05163011290224115,0.0547
0.04693723052011095,0.0479
0.03712282453039617,0.0374
0.040219387866006484,0.0418
0.04575477196713326,0.0484
0.037980106981304995,0.0342
0.050721097889639535,0.0521
0.04047066030851425,0.039
0.041542263372150265,0.0352
0.055680033446189714,0.0739
0.0598112480156555,0.0585
0.04018243603622593,0.0335
0.037610588683499466,0.0375
0.03990160212989373,0.0312
0.05894657519879057,0.064
0.05644863150562521,0.0717
0.055724375641926366,0.047
0.0598112480156555,0.0478
0.036975017211273956,0.032
0.052162219251081096,0.048
0.037780567100490006,0.0448
0.03826094088763719,0.0357
0.05621953016098577,0.0579
0.043670688767510096,0.0361
0.05488926428888587,0.0651
0.03946557053848321,0.0402
0.05692900529277238,0.0698
0.041202306538169184,0.0381
0.05623431089289799,0.0524
0.03905910041089712,0.0391
0.05828144226274061,0.0722
0.062153994023742526,0.0691
0.05601259991421467,0.0737
0.0384900422322766,0.0461
0.04238476509114687,0.0288
0.06579744444010502,0.0556
0.04176397435083358,0.0461
0.03850482296418885,0.0324
0.05605694210995134,0.0702
0.07298827051540056,0.0598
0.03993855395967427,0.0353
0.05801538908832063,0.0491
0.03730019331334282,0.0434
0.03828311198550552,0.0308
0.05566525271427748,0.0705
0.04138706568707194,0.0365
0.06018076631346102,0.0761
0.06469627991264454,0.0479
0.05848837250951171,0.0537
0.03900736784920436,0.0469
0.03905171004494101,0.0312
0.057527624935217334,0.0553
0.03736670660694781,0.0479
0.0374332199005528,0.036
0.049420393481364094,0.046
0.03845309040249606,0.0362
0.04699635344775982,0.042
0.03928820175553656,0.0461
0.05828883262869672,0.0655
0.0524504435233694,0.0509
0.03892607382368714,0.0415
0.04116535470838863,0.0349
0.055014900510139755,0.0556
0.053765928663557075,0.045
0.03699718830914228,0.0461
0.03970945261503486,0.0363
0.03923646919384377,0.0474
0.05281996182117493,0.0549
0.03919951736406323,0.0367
0.04408454926105229,0.0532
0.05756457676499788,0.0643
0.04754324052851201,0.0483
0.059027869224307764,0.0746
0.05534007661220862,0.0479
0.05986298057734826,0.0502
0.056906834194904055,0.0594
0.06320342598951022,0.0569
0.037351925875035594,0.0339
0.037987497347261104,0.0454
0.0592569705689472,0.049
0.04312380168675793,0.0354
0.037351925875035594,0.048
0.05824449043296005,0.067
0.03740365843672837,0.0335
0.05783062993941787,0.0499
0.05486709319101754,0.0438
0.03871175321095993,0.0465
0.04445406755885781,0.035
0.05799321799045229,0.0609
0.05596086735252191,0.0611
0.04033024335534814,0.0351
0.04016765530431371,0.037
0.04118752580625697,0.0381
0.03845309040249606,0.0297
0.05907960178600055,0.0438
0.06930786826925751,0.07
0.037795347832402224,0.0346
0.06083111851759873,0.0473
0.058303613360608936,0.0655
0.053669853906127635,0.0641
0.04337507412926567,0.0355
0.03818703722807608,0.0392
0.056803369071518506,0.0606
0.04118752580625697,0.0304
0.05731330432249014,0.0601
0.03873392430882826,0.0332
0.03660549891346844,0.0371
0.03922168846193155,0.0495
0.04217044447841965,0.0381
0.05892440410092223,0.0475
0.06032857363258323,0.0663
0.056781197973650166,0.0486
0.039583816393780974,0.0365
0.03979074664055207,0.0381
0.038970416019423804,0.038
0.05682554016938683,0.0565
0.044505800120550595,0.0429
0.03873392430882826,0.0366
0.055938696254653586,0.0569
0.04040414701490924,0.0438
0.04078844604462699,0.0469
0.05807451201596951,0.0613
0.04552567062249384,0.0531
0.057882362501110646,0.0605
0.04619819392449989,0.0352
0.04358939474199289,0.0428
0.03711543416444006,0.0383
0.04383327681854453,0.0441
0.05471189550593922,0.0522
0.057254181394841244,0.0482
0.058606618364809474,0.0589
0.039088661874721556,0.0423
0.05682554016938683,0.0496
0.059360435692332736,0.0615
0.04299816546550404,0.0445
0.038423528938671625,0.0368
0.04057412543189978,0.0416
0.040308072257479816,0.0386
0.03911822333854602,0.0357
0.05826666153082839,0.0734
0.05512575599948141,0.0725
0.0383422349131544,0.0366
0.05488187392292976,0.0491
0.038948244921555464,0.0431
0.05826666153082839,0.0629
0.05689205346299184,0.0734
0.03664245074324898,0.0346
0.047964491388010316,0.0441
0.0377731767345339,0.0323
0.037869251491963324,0.0314
0.04988598653659905,0.0472
0.042251738503936875,0.0421
0.03749973319415781,0.0449
0.05660382919070352,0.0642
0.05446801342938759,0.0551
0.037617979049455574,0.037
0.036805038794283415,0.0405
0.05716549700336793,0.0549
0.03822398905785665,0.0379
0.057690212986251765,0.0752
0.03740365843672837,0.0369
0.05256129901271106,0.0389
0.05429803501239705,0.0406
0.049686446655784075,0.0636
0.03994594432563038,0.0456
0.058407078483994485,0.0536
0.039088661874721556,0.044
0.03877826650456492,0.0379
0.05812624457766229,0.0552
0.038327454181242185,0.0409
0.060099472287943795,0.0541
0.05637472784606409,0.0496
0.037152385994220605,0.0338
0.056781197973650166,0.0562
0.054763628067632006,0.0571
0.03900736784920436,0.0342
