index,ins,cycles,ipc,cpu energy,dram energy,total energy
1,6956151.0,4663840.7,1.4990219801751605,0.0383849,0.0021851000000000006,0.04057000000000001
2,6942441.0,4417960.5,1.5715215217726768,0.018493600000000002,0.0007080999999999999,0.0192017
3,6938062.6,4417872.4,1.5707828583333117,0.0260375,0.0006592000000000001,0.0266967
4,6936209.0,4409337.6,1.573134626120937,0.021514899999999997,0.0005738,0.022088699999999996
5,6933604.6,4442516.7,1.5612566263541636,0.021173100000000004,0.0006592,0.021832300000000002
6,6925840.5,4470453.6,1.5500803542125834,0.0228576,0.0007385000000000001,0.023596100000000002
7,6922406.0,4541021.1,1.525826134993054,0.0103454,0.0008728,0.011218200000000001
8,6923038.1,4474672.6,1.5506691614072596,0.0174499,0.0011048,0.0185547
9,6922454.7,4671552.3,1.4832618007808502,0.040972800000000004,0.0018433000000000002,0.0428161
10,6925004.9,4589818.6,1.5095303667316629,0.0233642,0.0011719000000000002,0.024536099999999998
11,6922958.1,4554142.0,1.5204457192201462,0.0129943,0.0008971999999999999,0.013891499999999998
12,6920364.9,4515558.6,1.5329384424063381,0.028594899999999996,0.0007385,0.0293334
13,6915174.5,4513682.7,1.5325908295992627,0.0136596,0.000885,0.0145446
14,6908423.1,4365928.9,1.5824425415936778,0.009399400000000002,0.0006714,0.0100708
15,6909267.1,4366593.2,1.5823800620378647,0.0088929,0.0005799000000000001,0.0094728
16,6905473.6,4437562.1,1.5566041007582876,0.0269714,0.0008056000000000001,0.027777000000000003
17,6902433.3,4375528.9,1.5776964025043605,0.0180786,0.0006529999999999999,0.018731599999999998
18,6901980.7,4487656.1,1.5419084879658556,0.025708,0.0008606000000000001,0.026568599999999998
19,6903445.1,4515845.1,1.5294422950845796,0.023968499999999997,0.0010681,0.0250366
20,6904367.9,4743431.8,1.4602289426074526,0.0250977,0.0016114,0.026709100000000003
21,6900875.2,4682581.1,1.4744983613366918,0.0177246,0.0018189,0.0195435
22,6908831.9,4698590.3,1.4711060938005256,0.0379882,0.0020323999999999997,0.0400206
23,6897889.2,4584978.2,1.505056514929586,0.0322326,0.0019043,0.03413689999999999
24,6899028.0,4524413.7,1.525603832937417,0.0225281,0.0010741999999999998,0.0236023
25,6898605.3,4903706.0,1.42527532715182,0.019232099999999995,0.0022340000000000003,0.0214661
26,6891163.2,4470145.3,1.5422868397798137,0.032806300000000004,0.0011963000000000002,0.03400260000000001
27,6882533.1,4527611.2,1.5225805674943609,0.0189514,0.0013000999999999998,0.0202515
28,6884018.3,4686024.5,1.4774275879036816,0.021881,0.0015504,0.023431399999999998
29,6882729.1,4584699.4,1.5021370896246222,0.019250499999999997,0.0020264000000000002,0.021276900000000005
30,6882383.6,4692024.1,1.4680481020060783,0.0282958,0.0017944000000000002,0.0300902
31,6884289.0,4631047.1,1.4878086262363464,0.0360656,0.0016906999999999998,0.037756300000000007
32,6882550.4,4615262.1,1.4932361130228216,0.025042600000000005,0.0011048000000000002,0.026147400000000005
33,6884852.3,4508787.8,1.529483389635128,0.046466,0.0013306000000000001,0.047796599999999995
34,6884542.5,4320129.1,1.5936298795366577,0.020916700000000003,0.0005677,0.021484399999999997
35,6886530.8,5267635.5,1.3261070805583992,0.028021199999999996,0.0031432999999999995,0.0311645
36,6885961.6,5569733.3,1.2427076244885689,0.042889300000000005,0.0045287999999999995,0.0474181
37,6887734.8,5721103.7,1.223466805290729,0.030725099999999995,0.005011,0.0357361
38,6887705.0,5374080.8,1.3016854964207834,0.0365478,0.0042053,0.0407531
39,6887661.6,5286401.5,1.3126637861157004,0.0232238,0.0043396,0.027563400000000005
40,6889685.2,5353949.2,1.2925292248339129,0.026855399999999995,0.004345699999999999,0.0312011
41,6888185.7,5415178.7,1.2840830252051272,0.030297800000000003,0.0039734,0.0342712
42,6889474.3,5455061.7,1.2746034870878136,0.027581699999999997,0.0046508999999999995,0.0322326
43,6888880.2,5551351.1,1.2544772804897075,0.035968,0.0047851000000000005,0.0407531
44,6891013.6,4671965.3,1.4771578797001321,0.0289245,0.0027648,0.031689300000000004
45,6888558.6,4626960.3,1.4897274700278391,0.022912499999999995,0.0022765999999999997,0.0251891
46,6889405.5,4704384.3,1.469058280698849,0.0193237,0.0023864999999999997,0.0217102
47,6889854.3,5211159.6,1.3233736766320623,0.0295776,0.004144300000000001,0.033721900000000006
48,6889512.5,5347786.2,1.2926730598313418,0.0317016,0.0041138,0.0358154
49,6891815.7,4898072.1,1.4090126278245072,0.0525023,0.0029907000000000006,0.055493
50,6892830.0,4935557.8,1.3986075875655712,0.0207703,0.0027708999999999998,0.023541199999999998
51,6893132.2,5139340.2,1.342676825620852,0.051574600000000005,0.0037597999999999998,0.055334400000000006
52,6889624.8,4825952.9,1.4368286957708856,0.0172912,0.0026611,0.0199523
53,6890091.8,4443715.0,1.551068131382971,0.028698700000000004,0.0012328999999999999,0.029931600000000003
54,6889950.1,4459286.5,1.5470430268364075,0.014239499999999999,0.0010009,0.015240400000000001
55,6891175.6,4354622.0,1.5826644685663902,0.0159119,0.0008605999999999999,0.016772500000000003
56,6891670.1,5107853.2,1.363239259020275,0.031176600000000006,0.0029906999999999998,0.0341673
57,6890512.8,5588113.4,1.2498283521018168,0.0543639,0.0041504,0.058514300000000005
58,6892959.1,5528288.7,1.2586652587846356,0.06766950000000001,0.0048035000000000005,0.07247300000000001
59,6893472.6,5472006.4,1.2729691530526899,0.034551899999999997,0.0046387,0.0391906
60,6892893.9,6285583.5,1.1306456849985387,0.0315306,0.0057617,0.0372923
