Total Instructions,Total Cycles,cpu energy,dram energy,total energy,total time
10158123,9798119,67077.0,1404.0,68481.0,0.0017895698547363281
10158901,8513672,77393.0,1404.0,78797.0,0.0018186569213867188
10159445,8910351,71106.0,1281.0,72387.0,0.0018467903137207031
10158644,9708612,72998.0,1221.0,74219.0,0.001760721206665039
10159907,7973915,69091.0,1221.0,70312.0,0.0017981529235839844
10160424,8717745,77026.0,1099.0,78125.0,0.0017712116241455078
10160467,8997516,74646.0,1159.0,75805.0,0.0018465518951416016
10161008,8536626,74524.0,1221.0,75745.0,0.0017538070678710938
10161840,9342727,42053.0,671.0,42724.0,0.0018181800842285156
10161875,8924995,37170.0,671.0,37841.0,0.0017502307891845703
10163434,8409278,67627.0,1282.0,68909.0,0.0018427371978759766
10163942,9414248,73486.0,1159.0,74645.0,0.0017213821411132812
10163755,7981156,72754.0,1221.0,73975.0,0.0018694400787353516
10165375,9749379,74829.0,1221.0,76050.0,0.0018260478973388672
10166263,8717771,74584.0,1220.0,75804.0,0.0018537044525146484
10137630,9187602,85388.0,1832.0,87220.0,0.0019428730010986328
10140428,9027044,104614.0,4333.0,108947.0,0.0028710365295410156
10138852,7783476,142090.0,4883.0,146973.0,0.002696990966796875
10138810,9538278,47851.0,4150.0,52001.0,0.002310037612915039
10166429,8768303,113098.0,6958.0,120056.0,0.00286102294921875
10166858,8418688,136535.0,5554.0,142089.0,0.0022668838500976562
10166655,9361889,56946.0,3968.0,60914.0,0.002218484878540039
10168553,7874466,124450.0,6408.0,130858.0,0.002960205078125
10169653,9987796,116638.0,6531.0,123169.0,0.0023441314697265625
10168097,8866992,58899.0,4578.0,63477.0,0.0024764537811279297
10169518,8030072,121032.0,6591.0,127623.0,0.002643585205078125
10171559,9772464,109436.0,5860.0,115296.0,0.0023202896118164062
10170042,8057920,62256.0,3601.0,65857.0,0.0023560523986816406
10171826,8993743,121032.0,5920.0,126952.0,0.0025649070739746094
10172400,8479036,60974.0,3235.0,64209.0,0.0020554065704345703
10173444,8056005,121704.0,7385.0,129089.0,0.0028672218322753906
10172603,7817719,71167.0,3662.0,74829.0,0.0021026134490966797
10172991,7605321,107605.0,6470.0,114075.0,0.002576112747192383
10173584,7251465,90209.0,4578.0,94787.0,0.0025153160095214844
10173884,7953798,63599.0,2991.0,66590.0,0.002269268035888672
10173841,7043333,113464.0,6347.0,119811.0,0.0025174617767333984
10173333,6984757,80261.0,4456.0,84717.0,0.0025124549865722656
10174771,6940165,105529.0,6408.0,111937.0,0.002451181411743164
10176154,6944326,86731.0,4578.0,91309.0,0.0024225711822509766
10174713,6913161,104797.0,5249.0,110046.0,0.002107858657836914
10176207,6968741,80078.0,4944.0,85022.0,0.002493143081665039
10177517,7023988,110474.0,5920.0,116394.0,0.0024247169494628906
10177159,6941628,60424.0,3907.0,64331.0,0.0023660659790039062
10178299,7013010,136352.0,7446.0,143798.0,0.0029306411743164062
10179089,7100141,99976.0,5493.0,105469.0,0.0021889209747314453
10179111,6930230,70983.0,4761.0,75744.0,0.002465963363647461
10180829,6954599,121094.0,6225.0,127319.0,0.002490520477294922
10179818,6889679,52185.0,3052.0,55237.0,0.002105712890625
10179673,6883394,123779.0,6470.0,130249.0,0.0026209354400634766
10181128,6979449,69213.0,3235.0,72448.0,0.0023300647735595703
10180949,6962757,109009.0,7568.0,116577.0,0.002568960189819336
10180455,6939182,123169.0,6348.0,129517.0,0.002388477325439453
10181761,6975352,73119.0,3051.0,76170.0,0.002110719680786133
10182746,6881651,78675.0,4151.0,82826.0,0.0024394989013671875
10182024,6866016,112975.0,6164.0,119139.0,0.0021686553955078125
10182927,6942096,69031.0,4395.0,73426.0,0.002377748489379883
10184190,6876996,124756.0,5249.0,130005.0,0.0022306442260742188
10183836,6909504,77453.0,3479.0,80932.0,0.0020308494567871094
10185399,7133722,77697.0,2197.0,79894.0,0.0017807483673095703
10185985,7133697,43152.0,1221.0,44373.0,0.0017385482788085938
10186092,7168401,75134.0,1953.0,77087.0,0.0017278194427490234
10187157,7167019,83862.0,2075.0,85937.0,0.0016741752624511719
10188041,7265323,67078.0,2075.0,69153.0,0.0018062591552734375
10187039,7248587,77758.0,1953.0,79711.0,0.0018324851989746094
10188055,7171765,73181.0,2381.0,75562.0,0.001856088638305664
10188401,7172799,76599.0,2075.0,78674.0,0.001783132553100586
10187988,7181255,40528.0,1160.0,41688.0,0.0017938613891601562
