Matrix Size,Total Instructions,Total Cycles,L1 Data Cache Misses,L1 Instruction Cache Misses,L2 Data Cache Misses,L2 Instruction Cache Misses,L1 Cache Misses,L2 Cache Misses,L3 Load Misses,Data TLB Misses,Ins TLB Misses,L1 Load Misses,L1 Store Misses,L2 Load Misses,L2 Store Misses,Cycles Stall Waiting for MemWrites,Cycles With 0 ins issue,Cycles With max ins issue,Cycles With no ins comp,Cycles With max ins comp,Unconditional branch ins,Conditional branch ins,Conditional branch ins taken,Conditional branch ins not taken,Conditional branch ins mispred,Conditional branch ins corr_pred,Load ins,Store Ins,Branch Ins,Cycle stalled on any resoruce,Loas/Store ins comp,L2 data cache access,L3 data cache access,L2 data cache reads,L3 data cache reads,L2 data cache writes,L3 data cache writes,L2 ins cache hits,L2 ins cache accesses,L3 ins cache accesses,L2 ins cache reads,L3 ins cache reads,L2 tot cache access,L3 tot cache access,L2 tot cache reads,L3 tot cache reads,L2 tot cache writes,L3 tot cache writes,FLOPS:sing_prec_vec_ops,FLOPS:dob_prec_vec_ops,Sing precision vec ins,Dob prec vec ins,Ref clock cyc,cpu energy,dram energy,total energy,total time
937,184637635,112513342,4776327,12505,3851387,10221,5214735,227016,16075,10742,797,267378,360607,45012,129983,2592210,5292084,33252821,51498934,37285602,3548562,6659161,3082666,3577606,15936,6643984,43228690,11981412,10203534,6082273,55229410,638564,4116454,269010,79143,353856,137325,7360,12790,9570,16939,12059,661942,4137978,275264,3899149,350506,131615,0,212949814,0,59816530,1398740,1468563.0,90453.0,1559016.0,0.05231952667236328
938,184938630,112093230,5239195,13547,3922292,7227,5272477,448164,7246,10993,743,257705,360745,46656,129628,2478188,5386266,33337049,50435749,37498400,3553149,6680994,3094456,3588079,15177,6664709,43364906,12006733,10234864,6462435,55348362,649443,4063690,272640,85065,356156,131523,6998,15123,8272,16526,10523,649101,4210346,274896,3655278,349644,130558,0,213405900,0,59942724,1376046,1120725.0,41077.0,1161802.0,0.0423128604888916
939,185343863,112450853,5301667,30354,3961437,6771,5256707,239378,7955,12464,940,280187,359832,47821,134189,2588179,5379570,33410540,50517852,37594363,3559777,6709022,3107134,3592843,14913,6770614,43484558,12031522,10259755,6190033,55512548,646522,4196283,273819,79865,355766,133442,6967,16469,8113,14686,10662,669201,4093017,295793,3691854,354294,130678,0,213862470,0,60069050,1328858,1100216.0,39124.0,1139340.0,0.0424199104309082
940,185770595,113478209,5222553,16067,3980114,8027,5298851,223310,6485,11084,806,285863,361240,49092,134337,3045040,5375865,33482206,49965956,37542446,3615460,6720643,3120749,3600978,14947,6706289,43587577,12056786,10289095,5304011,55657736,658932,4206991,274640,87833,353394,132422,7156,11831,10730,16865,10088,677104,4209787,301913,3987117,348128,131207,0,214319524,0,60195508,1411329,1093015.0,39916.0,1132931.0,0.041956424713134766
941,186352445,115729784,5313125,14633,3681400,13764,4652727,196403,6671,10848,631,285179,360579,50225,129712,2550342,5428006,33535881,51764042,37658102,3580734,6742088,3133246,3608694,15041,6726597,43721168,12081879,10316480,6523662,55774181,669397,4122615,296501,89672,355988,132788,6180,28809,8023,14029,8496,662551,4250176,290097,4005378,407778,99625,0,214777062,0,60322098,1430929,1463558.0,77087.0,1540645.0,0.05279350280761719
942,186729249,112184135,4919235,14491,3998901,7533,5366682,216205,15406,11041,1079,289423,359937,48676,129574,2030823,5382256,33653849,52211681,37798918,3584034,6763767,3146179,3616999,15853,6747234,43843732,12122678,10344724,6302227,55940367,641152,4292630,301210,98377,413870,102558,5898,14778,7817,15236,9135,683518,4115407,312225,3869008,408304,100669,0,215235084,0,60448820,1418395,1552669.0,102722.0,1655391.0,0.05446672439575195
943,186962322,114448842,5402765,13448,4095167,8271,5373273,534349,7383,14741,582,255155,360599,51127,99589,2710350,5512268,33756958,49607942,37867841,3592016,6759620,3144048,3640441,15169,6744724,43973123,12131655,10452187,6597705,56129841,670240,4275713,294397,93679,412874,102761,6754,14617,12011,20517,13859,677053,4341289,288697,3896347,409104,100269,0,215693590,0,60575674,1391002,1176450.0,52246.0,1228696.0,0.04492616653442383
944,187332543,115253666,5362567,29810,3926921,7356,5432026,291449,6633,16169,982,277438,361657,53141,100509,2967708,5486529,33796854,52295078,38132212,3599925,6821932,3138376,3619364,14841,6744080,44155418,12156633,10451901,6546079,56285665,644361,4208831,276837,98501,411786,101637,4685,20545,9064,16071,8327,663290,4414694,294869,4087408,406370,99922,0,216152580,0,60702660,1381342,1118222.0,38635.0,1156857.0,0.042679548263549805
945,189775791,115648190,5462361,17764,3951924,8555,5506505,240505,7554,15092,762,296047,364755,51214,101898,3137737,5495997,34173728,52935374,38363822,3658652,6783133,3148248,3634864,15477,6767231,45203289,12187837,10476848,6145162,57396131,644384,4342973,305495,96256,416348,102886,6292,15858,15701,16574,10069,695086,4337444,318094,3970828,414174,101783,0,218401024,0,62512144,1377551,1126523.0,37476.0,1163999.0,0.043312788009643555
946,190203733,119045169,5564410,12564,3838029,11087,4808589,245073,9826,15568,1908,301593,363125,50331,100671,3328527,5560159,34247485,53297191,38281191,3613131,6795862,3147651,3649116,15419,6780318,45365174,12213009,10409005,6767284,57469655,679892,4289605,275157,93068,413868,102627,5290,14113,10902,29379,13539,689157,4384985,311104,4159367,415830,98913,0,218860132,0,62531708,1441471,1466122.0,82153.0,1548275.0,0.05329418182373047
947,190396957,116579152,5068012,12308,4107264,10956,5478272,324458,18689,15142,661,302380,361246,47010,100386,2657500,5571082,34348797,52274948,38381980,3621746,6808485,3152085,3656425,16131,6792865,45349755,12238047,10429215,7310581,57520760,661342,4189662,294084,88972,413098,100674,5248,26119,12756,15751,10164,674340,4275755,300967,4138019,415820,99830,0,219319728,0,62551176,1464905,1399838.0,85082.0,1484920.0,0.05084800720214844
948,190637784,116672319,5419390,17601,4107598,8057,5520176,531931,7229,15744,1750,285090,360896,48447,101075,2649779,5553446,34403414,53540118,38393314,3628617,6820759,3157415,3712357,15309,6805692,45376603,12262940,10449252,6362075,57620230,639495,4290565,294478,83882,414682,103388,5540,15667,20348,16333,11088,680638,4244637,303919,3847781,412136,101246,0,219779812,0,62570548,1449038,1180661.0,49866.0,1230527.0,0.044512033462524414
949,190920880,117596166,5539738,23573,4084002,8488,5517847,246654,7649,15877,915,285380,365713,44663,99793,2488763,5555924,34453946,52440879,38779270,3637995,6833207,3162156,3671059,15519,6818195,45416891,12288294,10469714,6798439,57699596,670203,4310508,282212,82297,405572,102540,5866,14391,13435,20631,16450,685870,4381235,304030,4098327,411584,99934,0,220240384,0,62589824,1450156,1167111.0,40405.0,1207516.0,0.044661521911621094
950,191203898,116852567,5521745,14280,4064438,10239,5531720,225078,6567,15822,784,289544,363563,45376,101352,2571228,5538162,34515704,52875120,38511784,3644168,6847118,3168121,3679202,15626,6829773,45464647,12313281,10489643,6822751,57752559,668981,4195891,295306,78031,418924,102791,5555,33513,12029,15365,9897,660289,4286502,297181,3881883,409616,98554,0,220701444,0,62609004,1484287,1148984.0,36560.0,1185544.0,0.04381060600280762
951,191623904,120724987,5540023,12275,3740296,14457,4937174,248246,7623,15534,563,266169,362003,42546,99430,2976167,5533393,34575885,53667709,38680539,3653806,6857764,3194966,3685733,15848,6845206,45517256,12338373,10509725,5963816,57851175,661041,4296825,288826,74853,417142,102350,6091,18574,20924,19035,9017,689601,4215908,300931,3929148,409906,100581,0,221162992,0,62628088,1424752,1481259.0,79712.0,1560971.0,0.05342745780944824
952,191816132,117318263,4688185,14137,4051466,10035,5537616,243781,12852,15496,466,288681,361845,41450,100751,2502719,5615122,34676289,54429580,38648978,3661105,6871772,3177742,3693538,15807,6854099,45548726,12363703,10529841,5950786,57926319,654625,4276129,267328,74438,408314,100789,5712,14482,12135,21299,12798,679985,4370466,302357,4013764,408476,101470,0,221625028,0,62647076,1379200,1498287.0,97778.0,1596065.0,0.05382347106933594
953,189570938,114133207,5447345,13621,4058540,8690,5307728,561220,6905,15655,1804,229320,361531,37982,100461,2719888,5522011,34295986,52440538,38315209,3671669,6870964,3174069,3733747,15197,6853526,44367199,12389643,10539068,6593524,56735542,620061,3972431,246097,71698,416184,102236,5960,21249,9132,13671,8912,618843,4309531,238669,4131724,410106,101152,0,223897018,0,60865078,1378704,1211850.0,48584.0,1260434.0,0.04554009437561035
954,189899731,114478623,5414129,17314,4002361,8714,5353771,236470,6712,16167,888,234449,363610,37954,99310,2824348,5511735,34355138,52730993,38359789,3684753,6880847,3178040,3704342,15085,6867413,44415012,12414670,10551616,5760129,56810125,582850,4305073,239927,65227,414930,101328,7323,14789,13988,13539,8271,631315,4253616,261193,3774024,409054,101285,0,224363740,0,60876220,1433660,1194760.0,44861.0,1239621.0,0.04529237747192383
955,190130863,116097064,5374197,12938,4039684,7311,5392621,238282,7669,15918,767,243422,362405,41301,103942,2895495,5551864,34385555,53664788,38509261,3683301,6893250,3183001,3710892,14854,6878643,44433321,12439941,10571868,6057081,56903070,607499,4269560,213265,63417,416430,101036,6006,14007,9048,16561,16102,633670,4295366,252668,4079968,411236,101625,0,224830954,0,60887254,1443304,1138059.0,36987.0,1175046.0,0.043328046798706055
956,190605465,117854143,5372238,12484,3746221,11597,4889299,238195,7058,16298,1101,219200,360921,35712,98582,2829558,5617696,34461843,53123843,38337129,3694070,6905344,3187643,3718922,14896,6890349,44504899,12465463,10597227,5377360,56963842,606163,3985505,228818,61353,414644,100888,5990,20579,8640,14024,9238,616547,4302089,234080,4025793,407832,105310,0,225298660,0,60898180,1451524,1537838.0,87829.0,1625667.0,0.05605626106262207
957,190691548,116591080,5003828,12664,4005288,7655,5430102,259652,13171,16275,612,244953,359088,38036,99598,3006450,5634011,34524546,50614952,38628108,3702330,6916706,3190630,3753045,14892,6902522,44555009,12489778,10611753,5998579,57049229,590365,4303175,241390,60445,415332,101807,7679,18322,15788,13827,7086,634652,4171407,245648,3784670,409124,100935,0,225766858,0,60908998,1384673,1421139.0,81360.0,1502499.0,0.051897525787353516
958,190982883,117166221,5437387,12148,3995842,8502,5418129,419437,8370,15988,537,226216,365722,32940,99706,2729606,5540786,34583498,52729431,38457546,3723219,6928976,3196602,3733285,14849,6913091,44598623,12515907,10636116,6124676,57123292,603698,4254045,210141,59186,411612,100961,4944,13156,7475,25611,8963,611850,4209909,249944,4037869,409442,100577,0,226235548,0,60919708,1456030,1145627.0,43579.0,1189206.0,0.04419207572937012
959,191213182,117699449,5416402,19698,3993210,6919,5467629,248212,7668,17504,918,217635,363346,34194,99300,3159782,5635041,34658386,53131308,38616408,3714898,6920774,3186257,3733587,14857,6905756,44692844,12539985,10634197,5709273,57218237,598233,4077736,201967,52107,418056,100776,6283,21835,7837,13882,7885,598198,4230659,218156,3838328,410474,101337,0,226704730,0,60930310,1444931,1134275.0,36987.0,1171262.0,0.04366326332092285
960,191457655,117253960,5385725,14164,3975636,7950,5406937,266834,7866,16209,1733,223078,361218,30420,104627,2950261,5623508,34691717,54009396,38550831,3732186,6910932,3178440,3735271,14632,6895718,44778450,12565116,10630251,6654889,57333073,562867,4263373,213424,48342,414826,101349,7872,14357,10134,12649,7903,609187,3872150,232740,3686746,400852,101209,0,227174404,0,60940804,1397597,1113767.0,35950.0,1149717.0,0.04277300834655762
961,194232715,118614696,5494072,13005,3865520,16901,5029620,259207,7561,16936,590,237401,363040,32934,101436,3059698,5614389,35125721,53029843,39002359,3730325,6947238,3194197,3753038,15413,6931580,45903562,12598663,10677582,6404567,58520608,599839,4239937,218798,55743,412990,102432,5695,16264,10124,23149,13612,635429,4219412,249969,4028445,411192,99176,0,229504100,0,62922920,1467413,1434200.0,80383.0,1514583.0,0.053568124771118164
962,194599757,119447500,5370330,14692,4088640,9131,5586307,245040,10416,16191,834,240585,366655,34399,102107,2514797,5648231,35246911,53922721,39036193,3748739,6981354,3200759,3826302,16018,6952614,46047384,12624315,10794419,6179835,58666744,614455,4166546,246849,54798,419528,102959,5858,28276,10471,15729,11279,624526,4260548,248502,4095020,416874,99471,0,229983412,0,63054292,1458828,1455379.0,92834.0,1548213.0,0.053035736083984375
963,194940821,119465353,5557078,16871,4038324,7871,5634571,565089,8036,16988,975,240816,366117,36288,100746,2829537,5681988,35307070,54053486,39101066,3745826,6988844,3214285,3775272,15605,6973476,46172108,12650120,10734682,4860714,58817843,631168,4321108,255153,57163,417822,104825,6475,20620,25806,16019,9812,647748,3999428,264519,3774215,416870,100508,0,230463220,0,63185800,1412580,1144468.0,45105.0,1189573.0,0.04380917549133301
964,195367038,120169627,5585439,22818,4080379,8471,5639073,244861,7697,16775,2477,250120,364719,36250,113281,3047787,5748064,35336392,54107627,39618865,3753590,7011094,3226706,3783400,15760,6996069,46287218,12680533,10763225,6204988,58973792,634312,4361527,239281,59807,412016,103078,5458,15958,9373,18862,13648,651727,4367913,267485,4138712,413154,100805,0,230943524,0,63317444,1477006,1098264.0,38880.0,1137144.0,0.04315614700317383
965,195793944,120468027,5607222,14106,4143594,8462,5453441,246470,7464,16266,2018,262541,366340,36621,99965,2992523,5753206,35477119,53662371,39249580,3762399,7030785,3240616,3791682,15574,7015132,46424235,12701815,10791950,6200281,59119014,636480,4248939,266301,61966,414826,104524,5728,23073,8492,15315,8798,659378,4301047,248853,4071051,412422,99368,0,231424324,0,63449224,1501316,1105893.0,36438.0,1142331.0,0.0429379940032959
966,196422159,121157316,5393159,18317,3869064,17168,5303198,237637,7520,16478,1709,263096,366509,38630,101668,2689845,5730108,35568521,54519935,39563174,3769112,7051747,3252288,3799663,15855,7035982,46547701,12739724,10820890,5514816,59276922,610578,4253216,267163,63342,419328,110313,6001,16054,28943,14236,10765,656475,4201937,272945,4096301,411936,101819,0,231905620,0,63581140,1492579,1557796.0,88257.0,1646053.0,0.0575103759765625
967,196728741,118962810,5663064,15411,4158250,8395,5693517,241661,11153,18400,949,248700,370990,40139,101240,2995887,5875250,35619682,54439932,39554369,3776916,7072751,3265794,3820301,16338,7120432,46660516,12753121,10849668,6587879,59422415,644741,4458718,239969,64062,408992,103864,6250,13848,9533,21197,26114,664903,4354620,289394,4196224,414900,100117,0,232387412,0,63713192,1452688,1387569.0,85144.0,1472713.0,0.0511629581451416
968,197089973,120381726,5606071,14103,4207298,10127,5539338,565198,7656,17405,720,271380,364832,39808,101141,3197909,5876349,35699671,54856246,39795093,3784719,7093984,3278595,3815948,16072,7077939,46800290,12779059,10879253,7101432,59558387,649653,4005085,284517,68188,421048,103525,5399,25340,10191,13812,25006,641188,4457618,256073,4064888,410390,102054,0,232869700,0,63845380,1447652,1189267.0,47912.0,1237179.0,0.045735836029052734
969,197515046,121251550,5671625,23335,4261162,7985,5536922,255921,8897,16627,2073,285473,365548,43787,99571,3113773,5886862,35814164,55143945,39817708,3792519,7114311,3292051,3823165,15758,7098417,46925310,12806082,10906843,7152017,59732926,666514,4538261,301939,73190,419574,110049,6169,23891,18777,16560,13005,684742,4410923,302075,4051548,415918,100318,0,235238158,0,63977704,1500733,1227414.0,44555.0,1271969.0,0.04676175117492676
970,197953067,121194661,5742183,15575,4300932,12899,5727867,273799,8564,17086,687,290363,363790,43889,101471,2537544,5943303,35786987,54536456,40140948,3800780,7135622,3304307,3831701,15942,7119996,47074228,12832265,10935465,6266062,59884031,703700,4605262,267322,76049,412864,134871,5810,18814,9664,21963,11136,721426,4562994,307647,4460324,405358,134888,0,235725324,0,64110164,1471165,1170407.0,42175.0,1212582.0,0.044628143310546875
971,198520289,120393641,5273288,14133,4085695,14472,5303965,253228,7844,10922,875,263371,400864,46782,131764,2999479,5839912,35964231,54370728,40031204,3807640,7157155,3317621,3845701,15962,7141543,47178140,12857929,10965207,6899749,60011013,706980,4073625,305608,78786,421382,135961,4694,23949,8716,14051,9124,706831,4567556,300475,4483833,414756,130766,0,236212990,0,64242760,1452398,1577938.0,91675.0,1669613.0,0.05640912055969238
972,198811220,120606312,5755047,14245,4397920,8681,5800493,275927,8613,11601,687,298081,396923,43502,134212,3008170,5841835,35945511,54753036,40091920,3817220,7178525,3331867,3847684,16383,7162517,47301707,12883790,10993988,6525020,60186297,670290,4641469,304773,73816,420140,140956,5820,14665,20986,16697,27647,716339,4328724,317352,4403238,413856,134396,0,236701156,0,64375492,1499196,1444515.0,86547.0,1531062.0,0.05171990394592285
973,199246653,121316407,5872376,13569,4433094,7823,5698047,451574,7264,11257,638,304515,395463,48363,133523,3155525,5850467,36040818,53528714,40029007,3823302,7210666,3344976,3855878,16656,7184038,47402859,12909855,11023483,6982430,60338421,718167,4670374,297859,80980,412814,135828,5021,13346,10341,18432,10067,742906,4634241,323990,4564513,412308,132199,0,237189822,0,64508360,1512884,1161741.0,44617.0,1206358.0,0.04542398452758789
974,199681395,120369932,5862175,21087,4405688,9175,5822183,244598,8962,11046,616,303476,398489,47189,132429,3201416,5934320,36098907,54495895,40360142,3835010,7221790,3357853,3864145,16016,7205781,47556438,12935774,11056259,7006805,60484886,724343,4400400,314157,84313,422568,135468,4834,29221,8659,15235,10351,746045,4644131,317047,4568585,410130,133817,0,237678988,0,64641364,1494954,1123410.0,37476.0,1160886.0,0.044389963150024414
975,200068788,120674308,5833988,14857,4430357,8460,5959047,267844,8927,11508,1251,291629,399322,51456,133524,2913400,5897654,36190804,55462667,40272938,3838987,7219329,3354387,3865573,16644,7202341,47699644,12961925,11059221,6394236,60680998,717570,4708350,311019,84886,422854,138676,5697,18291,17107,17335,27460,725728,4512453,329563,4462637,411926,132136,0,238168654,0,64774504,1446480,1157590.0,38452.0,1196042.0,0.04483342170715332
976,200643614,125171799,5431257,14013,4017766,17254,5339796,258492,12201,12170,811,306563,397954,49179,132213,2885947,6032128,36238507,55220350,40569114,3846829,7216405,3350450,3866514,16281,7200262,47883303,12988019,11065879,7041142,60870944,728242,4738553,281560,92824,415520,136014,5646,15038,9323,15911,12256,735067,4774452,331198,4668291,409992,132650,0,238658820,0,64907780,1519495,1593563.0,90088.0,1683651.0,0.058481693267822266
977,203395826,123629538,5994797,16582,4543177,8953,5941117,261485,8854,11549,806,327685,398773,51383,134657,2909807,5979898,36758691,54863929,40953669,3854688,7248812,3365807,3883148,16854,7232107,49074473,13024515,11103524,7130352,62096762,741914,4435435,312856,91967,422242,135737,5659,27927,10256,17297,12771,744794,4789773,330963,4624198,418798,129964,0,241063480,0,67075066,1544531,1412411.0,96191.0,1508602.0,0.051688432693481445
978,203929658,124434295,6047148,13712,4572435,10012,6017435,521595,8120,11762,672,322723,399093,47864,133099,2364488,6142155,36815413,55636067,40910916,3862551,7266722,3368100,3898176,16631,7249530,49206112,13046405,11128706,8043779,62260303,717260,4834397,333562,82107,422236,142326,5475,15997,21000,18366,17243,762651,4557135,341173,4516202,417734,134873,0,241555684,0,67329772,1482455,1181942.0,45593.0,1227535.0,0.045504093170166016
979,204562607,125297066,6032987,16486,4507421,8983,5884469,242449,7573,12225,1250,306591,396254,48562,132618,2848890,6095760,36969394,56673459,41107880,3870440,7283421,3378625,3906630,17682,7274727,49335355,13072850,11154012,6849709,62413876,738348,4860951,313965,84963,417974,137615,5903,14641,13171,22279,11042,762313,4776149,340452,4647249,420144,133646,0,242048392,0,67584858,1542078,1213376.0,46020.0,1259396.0,0.046988487243652344
980,205109648,124277963,6041663,14881,4640812,10000,6059271,266596,14331,12386,755,306061,399916,49313,132543,2936476,6056900,37042776,54672520,41556974,4085530,7301065,3387728,3913881,16222,7284332,49456682,13099321,11179360,7228872,62556513,730591,4658064,340869,83533,424158,136412,5232,27804,14485,20090,11646,757348,4730402,331350,4634972,423786,131597,0,242541604,0,67840324,1544290,1194028.0,43396.0,1237424.0,0.04591655731201172
981,205893027,127773749,5276039,14821,4254186,14391,5348963,292417,9014,11799,600,324232,399695,49379,134495,2880715,5949518,37275216,56150020,41469476,3886717,7319072,3397845,3921745,16401,7303256,49597204,13125645,11204594,7237903,62723066,733111,4919350,340108,85567,422646,141935,6300,15501,11728,18221,29079,739518,4563135,342468,4556566,424500,131799,0,243035320,0,68096170,1565798,1554684.0,92712.0,1647396.0,0.056729793548583984
982,206327866,125297805,6057204,17176,4609947,11068,6061966,245756,7616,11905,897,318822,405605,45394,132797,2449403,5904869,37203501,56213075,41403436,3896514,7335726,3407383,3929606,16572,7319833,49722391,13152093,11229841,7100181,62880331,723180,4799574,302084,78845,412776,137027,6015,17875,10139,16349,9347,740765,4706337,320968,4697224,415588,132734,0,243529540,0,68352396,1531742,1410519.0,88622.0,1499141.0,0.051729440689086914
983,206878125,124888057,6122148,24136,4554720,8306,6080712,478146,8112,12331,1689,290022,400446,46787,131586,2712255,6001460,37270466,56387556,41571306,3902045,7361277,3415694,3941359,17491,7335555,49857246,13181218,11255209,7211737,63021436,729914,4767875,264351,81514,415526,135201,5662,27585,9746,14745,11260,724290,4756715,301765,4722993,421038,137128,0,244024264,0,68609002,1501173,1243893.0,46631.0,1290524.0,0.04703497886657715
