Matrix Size,Total Instructions,Total Cycles,L1 Data Cache Misses,L1 Instruction Cache Misses,L2 Data Cache Misses,L2 Instruction Cache Misses,L1 Cache Misses,L2 Cache Misses,L3 Load Misses,Data TLB Misses,Ins TLB Misses,L1 Load Misses,L1 Store Misses,L2 Load Misses,L2 Store Misses,Cycles Stall Waiting for MemWrites,Cycles With 0 ins issue,Cycles With max ins issue,Cycles With no ins comp,Cycles With max ins comp,Unconditional branch ins,Conditional branch ins,Conditional branch ins taken,Conditional branch ins not taken,Conditional branch ins mispred,Conditional branch ins corr_pred,Load ins,Store Ins,Branch Ins,Cycle stalled on any resoruce,Loas/Store ins comp,L2 data cache access,L3 data cache access,L2 data cache reads,L3 data cache reads,L2 data cache writes,L3 data cache writes,L2 ins cache hits,L2 ins cache accesses,L3 ins cache accesses,L2 ins cache reads,L3 ins cache reads,L2 tot cache access,L3 tot cache access,L2 tot cache reads,L3 tot cache reads,L2 tot cache writes,L3 tot cache writes,FLOPS:sing_prec_vec_ops,FLOPS:dob_prec_vec_ops,Sing precision vec ins,Dob prec vec ins,Ref clock cyc,cpu energy,dram energy,total energy,total time
500,46478746,29760438,868452,11459,629160,14676,889046,33193,963,10649,1424,87158,42368,14398,10961,654579,1580060,8555464,14571146,9863305,1011471,1866312,845572,1020814,5367,1861226,9946215,3397804,2877430,1690989,13361773,132943,682894,80456,21943,32440,11126,5020,9657,10527,11952,7006,150445,681480,99487,668014,35078,10944,0,33074644,0,10382604,323032,841062.0,16358.0,857420.0,0.0068209171295166016
501,46579358,28168005,956926,6439,823610,6241,959232,153540,1147,3872,354,76107,131197,12901,42836,681331,1379772,8420517,13017172,9863627,1013730,1871932,847630,1025065,4796,1873834,9945170,3410892,2885663,1673622,13357057,209144,834659,80998,21302,149078,45231,882,6454,6791,7960,6925,221101,845009,81598,824684,149034,44076,0,33206188,0,10393042,301392,321410.0,7873.0,329283.0,0.012552499771118164
502,46722270,27999988,959412,5971,786986,7053,916842,109492,1077,4168,356,67071,131223,13120,43071,839986,1381067,8444075,13235658,9856284,1017665,1877814,849606,1045242,4628,1872884,9944497,3424041,2896445,1609178,13367334,216231,823720,76200,21168,148572,45196,685,5690,5845,7298,6315,220411,850517,83067,818897,150214,44396,0,33337996,0,10403440,292176,346618.0,8667.0,355285.0,0.01352548599243164
503,46811272,28641861,957861,10627,824977,5615,957255,113249,1293,4260,371,71806,132085,13688,44877,691175,1503706,8463794,13111454,10025305,1021701,1883517,851473,1032085,4970,1878607,9942016,3437663,2905182,1480451,13381349,212086,810738,71847,19801,150080,45165,1359,7513,5957,6977,6264,220154,848308,80531,720992,148118,43817,0,33470068,0,10413798,292961,356139.0,8972.0,365111.0,0.012731552124023438
504,46908939,28741890,949801,6864,840227,6416,884371,109947,1144,5326,356,73835,132351,14244,43980,638656,1445142,8488287,13048940,9966228,1048832,1888903,853402,1035618,4697,1884834,9942612,3450855,2915902,2158803,13394123,213567,800098,66435,17930,150232,44527,1003,13410,4940,9425,6680,216907,833370,82568,732664,147450,44379,0,33602404,0,10424116,275342,349242.0,7995.0,357237.0,0.012405633926391602
505,46309612,28532561,935615,6890,817105,5118,917201,109406,1348,5374,312,62088,132395,13570,44732,603579,1447938,8393229,12548905,9860447,1044695,1893223,852649,1036848,4639,1886226,9591836,3464176,2920457,2189015,13055903,201641,784128,60360,18548,150962,45348,1235,11739,6830,7304,5735,205845,839252,70895,798500,151142,43986,0,34243370,0,9935594,275931,347655.0,8423.0,356078.0,0.012459278106689453
506,46424197,28515130,883521,6340,812511,5397,879056,107518,1814,5212,312,61991,133099,12170,45019,555592,1442985,8414385,12674802,9859668,1077796,1894670,854446,1041024,4616,1891283,9588883,3477510,2930183,1705712,13067691,199716,802048,55263,18099,152426,45530,840,9263,8400,6550,5647,206099,820217,68782,785725,151830,44709,0,34378204,0,9941788,280019,320434.0,5676.0,326110.0,0.012335777282714844
507,46529381,28844164,929489,5949,809542,5362,891180,115488,3048,4744,338,60793,133570,12223,44709,642740,1397414,8434156,12698063,9872291,1050007,1901430,856461,1045426,4474,1896599,9582836,3491094,2939547,1604504,13075503,200327,795041,54538,16298,152330,45304,733,7405,6645,7377,5818,205265,821783,68053,705009,152116,44980,0,34513306,0,9947930,281841,320068.0,5493.0,325561.0,0.012501955032348633
508,46643733,28509421,936383,12597,805593,5341,913442,112993,3467,4694,385,59268,132984,11126,44145,666461,1381439,8460990,12842247,10158967,1041233,1906614,857795,1053083,5117,1938425,9575241,3504341,3083353,1544587,13087089,196813,777353,58821,16823,152628,45744,755,8260,5695,6688,5534,205421,798713,66940,787459,151796,45395,0,34648676,0,9954020,288001,322570.0,6103.0,328673.0,0.012502670288085938
509,46749867,28189565,936835,10877,802995,4783,944734,197555,2236,4629,503,57221,132767,11581,45208,732582,1396210,8481743,12547913,10207542,1064104,1911939,859630,1058353,5086,1920741,9578492,3527399,3014929,1815269,13096314,197956,769924,59376,16994,154332,46056,709,5918,5419,8434,6038,204940,817414,63908,773761,153942,45308,0,34784314,0,9960058,289772,323851.0,6104.0,329955.0,0.012501001358032227
510,46860696,28496290,759577,12581,800951,5229,940173,203915,2206,4982,487,57472,134665,12036,45689,668789,1371789,8502426,12723220,10126114,1062087,1917238,861146,1058492,4905,1927153,9574308,3536459,2997343,1615942,13105998,198222,771677,58286,16552,154592,46346,798,5269,4653,8149,6043,204434,813898,61811,764595,155016,45747,0,34920220,0,9966044,292276,321228.0,6897.0,328125.0,0.012620925903320312
511,46959947,28459373,937244,10434,802915,4819,953847,208161,1650,4514,518,58014,138331,11909,45280,685641,1399414,8518324,13046979,10136848,1052920,1916549,858545,1066931,4744,1913699,9579422,3548319,2995262,1663003,13125889,201331,775056,57240,14915,154254,46749,716,5835,5926,8495,5805,209124,819761,59684,774018,156840,45310,0,35056394,0,9971978,296588,350280.0,6836.0,357116.0,0.012535810470581055
512,47055252,28241872,943824,7855,783363,4619,960769,205449,1521,4461,446,54777,138193,10604,46611,879127,1410004,8541591,13404084,10209716,1065422,1921631,856211,1065457,4516,1925383,9587994,3564008,2998374,1672014,13145313,212210,777157,62953,13935,158932,48904,716,5942,4884,8245,5721,207943,855084,60627,802341,161334,45654,0,35192836,0,9977860,298610,345824.0,6347.0,352171.0,0.012735843658447266
513,48005370,28639501,810074,6867,678233,11069,805821,200400,1248,4806,495,63004,141352,10997,47654,842404,1402418,8700686,13014055,10342751,1076652,1933299,878127,1071678,4834,1929927,9959401,3588667,2998400,1547277,13638015,210947,716494,61818,14572,150394,48883,968,6671,7452,8774,6756,218420,696100,70836,696377,153786,46767,0,35893330,0,10554658,299562,406737.0,9094.0,415831.0,0.01377725601196289
514,48172593,28694830,764828,6906,689228,9178,812467,191517,1142,4842,474,57260,138798,10913,46263,907896,1513222,8682296,13606483,10189281,1069486,1942416,870255,1076782,4835,1937327,10011533,3602791,3010048,1478659,13684083,204860,715131,53412,14727,148834,48731,846,6891,7153,8062,6040,208587,676971,65224,677484,151362,48323,0,36033968,0,10595984,300413,357238.0,11780.0,369018.0,0.012883424758911133
515,48378599,28972239,815269,5953,639453,12101,818393,147064,1609,4795,399,51451,138253,11187,47410,792739,1418896,8816454,13468503,10207179,1072318,1964740,877404,1081204,4723,1946980,10055909,3613558,3023693,1510152,13668299,205517,721037,59217,15950,151008,49222,736,5977,6629,7266,5758,209480,723485,64152,674158,149634,47654,0,36174878,0,10637390,299834,360534.0,14832.0,375366.0,0.013016700744628906
516,48598388,29610344,814894,6037,694361,9287,838618,150440,3857,4810,352,55847,137015,11444,46995,976959,1409403,8823927,13622747,10237275,1076399,1965248,879255,1086110,4729,1962871,10103227,3625939,3037887,1521387,13731350,207185,723261,57064,16254,151334,48681,1352,6213,7452,7467,8241,210160,643174,63906,642661,148914,47476,0,36316060,0,10678876,313453,389708.0,14771.0,404479.0,0.013740301132202148
517,48749819,30025093,832580,8630,691287,9756,830640,126456,2825,4853,304,56261,139413,12133,47749,724950,1576490,8848823,13586535,10286570,1080139,1974686,884201,1089767,4619,1966107,10150993,3639412,3050832,1785030,13792729,207437,741409,54624,17186,151850,47909,1051,7715,6403,9666,5674,209650,744057,67267,597256,151050,47467,0,36457514,0,10720442,295901,360534.0,14282.0,374816.0,0.012587785720825195
518,49004016,30030131,833176,6825,678593,6283,785971,115996,2979,5942,339,60119,139134,12982,46443,827741,1683041,8889850,13345184,10342672,1084605,1984248,886541,1094168,4784,1975628,10198519,3652540,3064902,1873209,13853100,209141,718595,56878,15754,152050,48523,1397,9452,5021,7014,8812,209613,737905,66089,652362,153102,47385,0,36599240,0,10762088,282424,420958.0,17212.0,438170.0,0.014497756958007812
519,49199502,29851454,840478,5901,716325,5254,835344,111885,2133,5843,385,62114,140829,12413,48205,773101,1538199,8919522,13610016,10363499,1092859,1995266,891580,1098444,5190,1985348,10243776,3666167,3078616,1816320,13912276,208599,753054,60871,17509,154298,49803,2522,15849,5585,9143,6426,213813,713071,67589,711424,153624,46134,0,36741238,0,10803814,309336,423949.0,16663.0,440612.0,0.014377355575561523
520,49385273,30344813,859567,9618,746128,4842,845955,123899,1980,5646,365,59045,140633,12972,48748,619514,1635054,8952703,13629609,10394161,1093103,2000142,896646,1102920,5161,1994907,10294628,3680231,3092205,1675535,13974192,207865,745189,60297,18035,153894,49064,1248,10088,6836,6172,5848,212557,740866,68948,681029,152858,48485,0,36883508,0,10845620,292700,432617.0,16662.0,449279.0,0.013941764831542969
521,49586114,29793683,692033,10238,746835,5046,856357,179330,1988,5804,341,66217,139661,11718,48898,823503,1540046,8989388,13486359,10815361,1096831,2009118,902196,1116856,5401,2003896,10342578,3694944,3268030,1751759,14037449,211445,751053,64503,17290,157062,49564,1019,8987,6265,9596,5681,219836,770233,70372,703018,156344,48988,0,37572058,0,10887506,312269,440001.0,15564.0,455565.0,0.014298677444458008
522,49764581,29814586,790567,6507,754345,6460,851896,211079,1903,5734,357,64402,140869,12078,49008,636899,1510493,9078743,13770611,10872507,1101164,2019486,907693,1121296,5229,2022195,10389581,3709211,3144499,1746388,14099864,213229,741362,64766,18188,156124,49941,1531,6774,6516,10671,7898,216917,776162,71566,696302,155928,49583,0,37716964,0,10929472,311882,393493.0,13855.0,407348.0,0.013903379440307617
523,49960500,30196888,835980,11541,760160,4584,856590,209049,1644,6057,557,69732,140989,12448,47815,690997,1492714,9120188,13705058,10797529,1106811,2028632,913136,1123015,5284,2030963,10439170,3728899,3176260,1674225,14161218,214536,738337,67506,18231,156688,50317,750,5618,6220,8718,7547,220935,781148,75553,724779,152712,49131,0,37862146,0,10971518,318173,388732.0,13489.0,402221.0,0.014214277267456055
524,50132613,30157756,857193,7627,758768,11979,890809,216468,2334,5119,748,68039,141444,12851,49503,744148,1502183,9141023,13796787,10790351,1147072,2038737,918503,1139646,5185,2040658,10487543,3740874,3167566,1746449,14232617,221421,753743,70046,19984,157158,50603,712,6070,5713,10118,6866,225389,801031,74687,742838,155546,49769,0,38007604,0,11013644,316664,376769.0,11535.0,388304.0,0.013566017150878906
525,50349079,30297623,860888,6428,752403,10557,901319,215668,2024,5074,560,71283,142551,13233,49468,776864,1514475,9410412,14805886,10824060,1131441,2048240,926152,1130893,5052,2051844,10535436,3754590,3162337,1770151,14287428,218402,759916,68747,19550,158370,50408,669,5533,6586,7954,7054,227524,794467,79270,627387,158098,48904,0,38153338,0,11055850,309488,413329.0,9887.0,423216.0,0.014258384704589844
526,50531232,30200370,912421,6599,755794,9040,845980,215208,1914,5211,416,70571,143203,13376,49318,808092,1621839,9186767,13956855,10871302,1150333,2060525,935750,1131205,4875,2060009,10582351,3768627,3177743,1967811,14375555,217865,776971,72436,19291,156172,49764,620,6012,7258,9692,7084,227984,707115,75844,645625,158824,50209,0,38299348,0,11098136,313954,375487.0,8911.0,384398.0,0.01344442367553711
527,50717533,30851100,920297,6648,750666,8761,928203,197259,2100,5118,373,65650,144621,15039,49255,797085,1545121,9208969,14674189,10789430,1137397,2100886,937060,1130883,4977,2062533,10646459,3782263,3182567,1839984,14425317,222602,786787,69451,20870,158096,48508,625,5110,7342,10208,6744,227671,735322,82157,710320,158610,50987,0,38445634,0,11140502,325686,373961.0,8362.0,382323.0,0.013551473617553711
528,50917166,31067608,906493,7007,748728,9867,892803,183010,3673,5133,410,61324,145308,15919,49974,792349,1683330,9238336,14597061,10781588,1153490,2071173,933512,1133039,4923,2057619,10705846,3795916,3189341,1670396,14514706,228241,761313,72089,21119,157352,49910,1221,10734,8396,7828,5702,231006,800821,79564,677870,159510,49777,0,38592196,0,11182948,326590,376158.0,7507.0,383665.0,0.014002799987792969
529,51871271,31475752,946896,6971,745638,7773,957609,139319,2486,5105,376,74758,144167,14427,49383,1011471,1635496,9397275,14650908,10928694,1130596,2160847,941058,1140262,5221,2071073,11073384,3809451,3206671,1999101,14891029,230693,802037,76973,21419,158676,50503,948,14905,9930,7756,5887,235987,832631,83440,765581,161252,50234,0,39300738,0,11822090,332715,424682.0,13794.0,438476.0,0.01450204849243164
530,52121877,31317491,949707,7128,735685,7191,957558,131596,3042,6231,392,77293,145341,14263,48336,1067033,1646228,9440666,14431432,10998211,1135282,2088107,941714,1147017,5348,2079350,11117946,3823783,3219634,1757176,14946703,230270,793663,71950,18919,160598,50879,1005,9864,8167,8114,6623,232246,827307,84024,769094,160826,51098,0,39448824,0,11900708,329495,375365.0,15197.0,390562.0,0.014282464981079102
531,52320008,32502480,961155,7071,785939,5896,907045,121822,2509,6327,311,75715,145854,14681,50167,856026,1615381,9488458,14415847,11023569,1139454,2095158,945541,1151186,5825,2088286,11168784,3838239,3301306,1744529,15007754,233266,818137,75788,20632,162702,51290,1002,11089,9095,8286,6511,235617,845171,84934,771183,162150,51381,0,39597190,0,11979538,326514,354125.0,13549.0,367674.0,0.01320338249206543
532,52595387,31990639,873187,9758,806228,5036,953149,124943,2022,5647,652,74614,145973,13759,49620,797254,1614482,9526877,14521058,11073643,1143889,2102866,947544,1155478,5679,2097082,11218949,3852327,3287577,1573275,15069337,232411,758024,74864,18611,162748,52393,975,7302,5684,8562,6347,247382,826618,83571,796754,162322,50562,0,39745836,0,12058580,326523,415099.0,16297.0,431396.0,0.014287948608398438
533,53007482,32122516,862051,8916,816531,5396,918041,132204,1958,6025,677,77142,145597,14625,50779,844238,1636545,9623572,14315633,11278779,1148052,2110912,951101,1172451,5765,2105395,11269773,3866662,3300851,1845649,15136287,230235,742260,75323,21115,164312,51956,880,6679,6671,9955,5602,245123,855920,83130,794113,158964,51515,0,39894762,0,12137834,329861,559020.0,20447.0,579467.0,0.01967930793762207
534,53071419,31860449,817547,9750,809070,5138,894666,230719,1723,6289,749,76760,147013,13563,50528,786514,1645998,9697525,14524936,11563831,1152169,2119396,955483,1167896,5795,2129153,11320134,3880709,3294103,1948204,15200765,224205,813461,77192,18616,164250,52230,881,6691,5692,10370,7920,239267,859796,81744,760647,158150,51103,0,40043968,0,12217300,329876,376098.0,14344.0,390442.0,0.014190196990966797
535,53310459,31878678,932977,8893,813184,4561,984829,222959,1674,6302,745,75330,146719,14737,50598,827989,1542916,9693243,14480942,11524872,1202166,2128147,959745,1174529,5786,2131062,11370077,3903542,3332094,1612578,15263685,225826,741611,71609,18949,164676,52377,653,5536,5699,11630,7482,246910,881307,81103,809202,160694,53517,0,40193454,0,12296978,335460,414611.0,12818.0,427429.0,0.01423788070678711
536,53553841,31933528,943556,8634,777919,4573,977922,226260,1762,5836,491,70210,147285,13758,50680,688359,1566993,9748391,14566484,11467871,1188596,2136750,964707,1176532,5531,2146040,11444787,3917955,3319898,3521473,15330118,231672,819115,76050,19962,164764,52146,791,6859,5587,13179,14085,245870,868623,81904,771593,164950,49964,0,40343220,0,12376868,333097,371337.0,8545.0,379882.0,0.014091014862060547
537,53018112,31713181,971892,7430,810030,10341,964821,244376,1861,5261,351,62847,148390,13228,51267,939011,1698676,9673645,15582629,11440913,1194873,2142320,964233,1184582,5412,2155644,11081325,3928856,3307674,2084518,15073163,218736,807585,63627,19563,163796,52884,1845,5985,6063,9522,8241,235573,876292,71492,787343,166902,52099,0,41067334,0,11894977,337387,366149.0,8545.0,374694.0,0.01421213150024414
538,53281161,31948573,966487,7070,827512,8392,971717,230125,2988,5224,384,61562,150417,13334,51482,866755,1528656,9683088,15090117,11489481,1198826,2150432,981413,1185095,5151,2155804,11123503,3946243,3320943,1839433,15064235,217787,843173,60292,17863,165910,52629,666,5970,7819,8750,7259,236535,882019,69329,747578,167622,52231,0,41219780,0,11975326,337475,411925.0,8911.0,420836.0,0.014688968658447266
539,53519646,32108514,974574,6465,824737,10708,987256,208460,2703,5203,374,63407,150774,13520,51094,775686,1586374,9694033,15488729,11344294,1202673,2185541,980842,1185747,5154,2153508,11176721,3956636,3334250,1722871,15135294,222808,865174,59317,18789,163602,50852,736,7092,8311,6957,6456,244131,856496,69360,777310,167928,51311,0,41372510,0,12055891,328285,381286.0,12085.0,393371.0,0.014158248901367188
540,53764542,32850752,991426,10009,829844,9183,851310,174275,3624,5340,352,64008,151152,13181,50846,662235,1665163,9734473,15428337,11345871,1181867,2176658,984659,1190010,5096,2162172,11226376,3972421,3347125,1747899,15203781,224783,836932,61127,19402,163900,51798,764,9356,7210,7184,5913,232342,815532,72110,817640,168436,51569,0,41525524,0,12136672,336395,403990.0,9155.0,413145.0,0.014268875122070312
541,54089135,32935970,963119,6148,819797,7503,890661,182237,2806,5395,370,63588,152085,14070,52648,757368,1652303,9772021,14672806,11394399,1186482,2187201,988618,1194433,5385,2170824,11274114,3982220,3359873,1662319,15273241,224157,862766,60585,18522,167980,53256,804,8178,5395,8274,6122,234656,804823,71497,819452,167554,50782,0,41678822,0,12217669,339655,470275.0,14161.0,484436.0,0.01634836196899414
542,54301774,33454094,948587,6023,843741,6163,923863,142311,2053,5704,346,62315,152182,13793,52881,738701,1617815,9813315,14604872,11434809,1187541,2193306,989307,1198573,5563,2179455,11326078,3996678,3375071,1788872,15322859,224861,845721,63709,18300,169512,52653,1180,6605,5677,6162,5911,239408,859700,68484,812738,165600,50996,0,41832404,0,12298882,335862,425719.0,13489.0,439208.0,0.015208959579467773
543,54535816,33025520,952454,6004,872591,5240,968477,143197,2498,6429,471,64230,152324,14286,52299,1262753,1643014,9854402,15004584,11487147,1204476,2195197,989915,1200833,5435,2180360,11387623,4013287,3405472,1803208,15412188,225630,860505,61745,18356,170046,53661,840,6040,5147,6886,6757,236297,872948,70998,848415,166176,52280,0,41986270,0,12380311,339692,429321.0,12695.0,442016.0,0.015048980712890625
544,54801543,32940233,921291,10744,906661,4389,942989,226821,1537,6598,730,58127,149330,14929,52103,1282467,1631393,9885628,14600310,11518075,1195678,2186113,983306,1202483,5415,2181055,11449776,4025058,3423659,1822184,15474994,221456,835196,53537,18756,169664,54600,869,5881,4514,8355,6119,225812,919287,67403,856833,168728,52126,0,42140420,0,12461956,341484,462401.0,20020.0,482421.0,0.015106678009033203
545,55723878,33634839,929155,9499,894221,5572,1037588,234189,1495,6658,737,55322,152000,13428,52873,799178,1593787,10142833,14844284,12065418,1199875,2201211,991205,1216928,5985,2213534,11833880,4041729,3434650,2823888,15878281,227535,855417,66784,17927,171972,54578,901,6887,5270,10426,8186,236806,939653,76639,839881,170368,54238,0,42893398,0,13104179,345569,411314.0,14160.0,425474.0,0.015303850173950195
546,55936395,33232624,1029801,10620,892174,5151,983696,231733,1696,5858,765,64675,153991,15151,51746,790322,1579277,10135102,15036020,12114699,1204948,2211766,994358,1225091,5809,2213494,11895334,4056339,3448819,2934959,15943198,226862,857778,68086,19448,171376,54514,844,6642,6202,13354,8127,235710,953069,71931,864024,170846,54049,0,43051528,0,13151350,345998,451414.0,13550.0,464964.0,0.01531362533569336
547,56109266,33670323,1058283,9137,869505,5067,1071749,237531,1475,5833,688,58871,152198,14196,53345,774481,1628382,10195455,14899195,12227527,1240888,2222108,1000161,1232244,5760,2228989,11946746,4094673,3461562,2705614,16010980,231067,854910,69071,19549,166510,54099,815,6317,5904,10736,7426,240539,957580,79852,834504,171792,53629,0,43209946,0,13198605,355909,413084.0,14404.0,427488.0,0.014951705932617188
548,56306297,33698238,1053431,8795,822030,5868,1077290,233657,3288,5399,488,64872,155936,12958,52509,744632,1583218,10249420,15416922,12126893,1224749,2232403,1005890,1232461,5535,2234599,11991004,4093113,3445938,2520204,16080622,233788,851215,66436,19656,169280,55779,733,9811,5142,12735,7098,237617,946068,75487,793325,172060,56208,0,43368652,0,13245944,356457,397460.0,10254.0,407714.0,0.014499187469482422
549,56524447,33530165,1047709,6933,870554,9737,1058879,232254,5128,5784,445,69428,156842,13736,54000,843033,1689346,10234694,15808025,12196493,1234014,2243341,1019901,1236609,5348,2253721,12045791,4104819,3461548,2283987,16212790,231007,924265,66022,21718,168680,55175,756,7887,6107,10676,8073,242399,967298,78592,859394,171418,54357,0,43527646,0,13293367,357424,406432.0,11169.0,417601.0,0.014886617660522461
550,56745850,33893404,1043968,7591,905830,11015,1066339,191822,2370,5891,482,73676,156910,14118,51627,769789,1598232,10280198,15636210,12126026,1255226,2253605,1024918,1235618,5533,2257634,12097672,4123953,3475779,1880882,16213662,238460,923345,71190,21652,166930,55423,958,7934,6621,7187,7008,250504,949140,79511,844394,173662,54364,0,43686928,0,13340874,355205,397643.0,10925.0,408568.0,0.015120506286621094
551,57087431,33948704,1090753,6999,883249,8298,1060021,152701,2682,5969,503,73071,156489,14181,53672,787540,1699721,10283428,16489649,12117824,1253912,2278767,1030427,1240206,5394,2259286,12151884,4139555,3491307,1905123,16301262,242989,940802,78287,22416,170244,55769,784,6345,6474,7445,7121,266494,884151,82172,917253,174812,55592,0,43846498,0,13388465,358946,567016.0,15198.0,582214.0,0.019589662551879883
552,57714453,34743533,942078,6788,946495,8107,1043394,146594,2547,5591,396,74070,155282,15171,52119,762252,1692780,10319579,16280398,12011505,1241634,2289718,1035787,1244864,5709,2268771,12204350,4147642,3506431,2184523,16349089,246935,920694,76105,21166,174170,55157,1098,6584,6411,7426,7479,256533,907166,84652,917553,174282,53797,0,44006356,0,13436140,353706,837156.0,39734.0,876890.0,0.030739784240722656
553,57390036,34835942,975515,6579,953362,12989,1076972,149237,2281,6574,426,84298,157860,13957,54489,885828,1765378,10363303,15409257,12180852,1235557,2292018,1039266,1249675,6144,2279253,12257224,4159906,3528939,2049792,16417636,252803,946209,83040,22338,175462,57661,778,9546,7318,7112,6047,254185,972198,88284,921872,173602,53018,0,44781438,0,13483899,357979,408934.0,19349.0,428283.0,0.014839887619018555
554,57753368,35137366,996261,6952,974424,9702,1035212,143758,2461,6602,737,84333,158548,15144,54613,811819,1743955,10398954,15824432,12160863,1240169,2297820,1042016,1254089,6322,2290828,12311329,4174581,3604240,2010913,16486394,251089,954509,84025,23065,177626,56940,1044,5998,7041,10432,6831,253132,1000645,88552,940092,173694,54787,0,44944092,0,13531742,361278,551818.0,24658.0,576476.0,0.01967310905456543
555,57873809,35291198,1124659,5581,968449,8874,1094078,179404,2608,7305,777,89329,158777,14188,53969,884305,1723424,10442038,15021297,12172648,1260437,2306515,1047953,1259005,6101,2303058,12365216,4189198,3595057,2169243,16552286,256206,925615,84344,21254,178256,56140,919,5841,5463,9658,6598,261055,1011399,93390,932936,177094,55202,0,45107038,0,13579669,360357,475585.0,26611.0,502196.0,0.016907930374145508
556,58148393,35067749,1122380,8572,982361,5020,1131869,233334,1968,7066,713,77750,157864,16486,54020,855875,1707030,10478317,15680566,12366786,1249006,2317217,1054100,1276805,6134,2311984,12418111,4212730,3597640,2829030,16622254,248149,890684,87603,21593,179080,56204,813,6972,5332,9948,8232,261172,1001297,94782,956010,179066,55412,0,45270276,0,13627680,361381,534911.0,31494.0,566405.0,0.018886804580688477
557,58285296,35027906,1140234,8882,963390,5084,1133438,244226,2234,6399,565,83585,159630,16374,55017,820106,1707068,10576797,15581598,12578063,1253859,2328243,1060296,1275266,5834,2338044,12481973,4218781,3617278,3052396,16690679,257350,892626,73886,21657,178028,56810,1044,5817,5351,9509,8244,260217,1010168,95523,922324,178452,58329,0,45433806,0,13675775,369491,474608.0,28138.0,502746.0,0.0164794921875
558,58465824,34875545,1138521,9714,975332,4476,1147784,253720,4299,5984,427,85658,158178,15863,54904,852228,1649529,10590338,15912319,12649061,1283688,2339182,1066450,1279174,5867,2347837,12540349,4251518,3681097,3501806,16827573,255806,925101,94870,21790,174910,56586,754,9717,4961,9318,9057,256219,1014035,96320,883342,179926,56151,0,45597628,0,13723954,367798,443175.0,20996.0,464171.0,0.015570878982543945
559,58688002,35234229,1172374,8445,920595,4658,1160080,240275,2749,6071,377,91735,159794,17248,54377,1066617,1771128,10627815,16515715,12578285,1308967,2340510,1065623,1289203,5736,2348931,12592223,4254437,3602175,3103914,16881209,254097,920477,88470,24505,177072,57071,751,8123,4707,11311,6565,276500,1032749,101132,899190,179204,55897,0,45761742,0,13772217,376578,448241.0,27161.0,475402.0,0.016428470611572266
560,58902316,35105044,1183596,8605,893096,11425,1116132,248840,5629,6081,362,88637,157959,17053,55038,765611,1714565,10738304,16853477,12657203,1295957,2341104,1071359,1281810,5813,2350166,12657719,4268901,3607086,2364553,16925886,256204,944190,81405,24983,179144,58303,891,6935,6053,7311,6803,254388,967969,95086,940997,180120,56525,0,45926148,0,13820564,374255,475402.0,29602.0,505004.0,0.017278432846069336
561,59851788,35600398,1180677,7400,906622,12813,1183907,217776,2200,5942,384,95015,162050,16719,52769,898110,1725805,10851920,16736912,12651793,1289482,2354270,1082468,1284477,6008,2361800,13047915,4288753,3625527,2160371,17345020,253749,972359,89491,26267,179104,55689,833,7732,6912,8303,7890,265275,924989,99459,976661,182304,56491,0,46721614,0,14462941,375640,467162.0,25268.0,492430.0,0.01709580421447754
562,60036718,36522571,1018478,9121,911976,11675,1141000,162151,1744,5704,388,91855,161837,15207,53613,807879,1855971,10840717,17580006,12588934,1297645,2368910,1084446,1291930,6283,2356989,13077862,4309331,3637841,2261945,17371559,261995,993430,92606,23591,179380,56904,857,7361,7025,8155,7053,264850,1003488,98382,991025,179100,57492,0,46886816,0,14474710,376707,508361.0,26916.0,535277.0,0.017569303512573242
563,60222588,37010245,1088911,7999,925691,10865,1162763,154024,1595,5936,496,92549,163703,14436,56480,837084,1835581,10862987,16643362,12648825,1287917,2372490,1082891,1296312,6283,2364085,13108529,4310544,3650512,2050145,17418929,257419,1004689,92102,24874,182086,58013,970,6615,6967,8346,7473,262398,1025087,102229,994628,181740,56803,0,47052314,0,14486431,376435,536009.0,30945.0,566954.0,0.018184423446655273
564,60408864,36869895,1121674,7545,1013686,13779,1184458,156970,1696,7273,784,90281,163165,14427,56390,850621,1908649,10912189,16311313,12859822,1285376,2380360,1077381,1300633,6421,2371959,13137374,4325643,3663709,2089513,17463412,255590,995233,89362,25191,184370,57727,974,6846,7163,10936,9958,257821,1020798,100940,1007369,183566,56186,0,47218108,0,14498104,375564,544493.0,31616.0,576109.0,0.018748760223388672
565,60486352,36861774,1178781,8278,1018019,6847,1168303,159670,1519,6935,1305,90502,164489,14345,56344,831039,1796270,10937076,16404262,12742953,1289707,2385428,1080840,1306727,6542,2379739,13167549,4340738,3800790,2039612,17520613,250111,1010688,91337,20694,183932,58780,935,8345,5613,7555,6962,263456,1063751,101153,995543,184020,58698,0,47384198,0,14509729,375417,441039.0,25756.0,466795.0,0.016308307647705078
566,60720574,36807600,1174344,7054,999610,6043,1151532,233011,1874,7443,856,75261,163747,15192,56163,988501,1828379,10967406,16489667,12742059,1294563,2393443,1084010,1319501,6581,2387610,13188006,4355498,3723253,2490475,17561254,250398,934371,91573,20512,185114,58817,1799,7710,7268,12760,7361,267700,1040540,92524,984787,185692,57959,0,47550584,0,14521306,369573,499205.0,26001.0,525206.0,0.01795482635498047
