Matrix Size,Total Instructions,Total Cycles,L1 Cache Misses,cpu energy,dram energy,total energy,total time
3900,5816903021,3508070124,193954232,33278724.0,3691824.0,36970548.0,1.1970598697662354
3901,5817416576,3355858233,209768882,43282176.0,4055288.0,47337464.0,1.5288398265838623
3902,5821981636,3390660015,207631032,39254171.0,3832632.0,43086803.0,1.3739511966705322
3903,5820251103,3369240093,207223574,35306245.0,3623159.0,38929404.0,1.2703628540039062
3904,5821552415,3432086371,208885084,36061614.0,3692069.0,39753683.0,1.3118627071380615
3905,5858055627,3457083177,208417623,32820473.0,3647696.0,36468169.0,1.274594783782959
3906,5862912707,3446558709,207359555,32830238.0,3500967.0,36331205.0,1.2824904918670654
3907,5865208414,3434064627,207302209,32223733.0,3569998.0,35793731.0,1.2545793056488037
3908,5868493596,3468812633,210405507,32936195.0,3624991.0,36561186.0,1.2748849391937256
3909,5872097308,3352023884,211311714,32661842.0,3583426.0,36245268.0,1.273425579071045
3910,5875971818,3538910385,209916780,32682411.0,3515189.0,36197600.0,1.2793657779693604
3911,5878678083,3362055033,213380179,32826454.0,3617362.0,36443816.0,1.2765283584594727
3912,5884795688,3396061197,212041127,37129605.0,3855886.0,40985491.0,1.3911170959472656
3913,5888599308,3455741989,213277824,38077295.0,4019094.0,42096389.0,1.4115879535675049
3914,5890009899,3395275308,213257053,34724276.0,3740469.0,38464745.0,1.3263640403747559
3915,5892441559,3397927629,214879333,32547585.0,3543570.0,36091155.0,1.2771685123443604
3916,5894845173,3373807801,215264376,33112709.0,3679983.0,36792692.0,1.2773301601409912
3917,5899320757,3358921670,212410512,32933815.0,3521536.0,36455351.0,1.2913134098052979
3918,5902454777,3438592706,212315395,32690529.0,3584952.0,36275481.0,1.2804186344146729
3919,5905895542,3419987738,215254943,32711648.0,3502616.0,36214264.0,1.285463809967041
3920,5909145591,3398371781,216315815,33092323.0,3461112.0,36553435.0,1.2922604084014893
3921,5949678662,3612544575,203107603,33013160.0,3620047.0,36633207.0,1.287541151046753
3922,5955709439,3517270292,203060687,33123024.0,3654044.0,36777068.0,1.2881689071655273
3923,5962218204,3497060405,203023234,34902437.0,3841177.0,38743614.0,1.3318116664886475
3924,5969656759,3496044869,202811452,38276147.0,4066029.0,42342176.0,1.4154417514801025
3925,5976115269,3576320847,201575470,37778345.0,4026479.0,41804824.0,1.4060664176940918
3926,5980478424,3411494438,201296903,39181723.0,4097707.0,43279430.0,1.4511451721191406
3927,5984660952,3430457616,204096686,33316993.0,3713980.0,37030973.0,1.2929611206054688
3928,5992342113,3490463788,202949004,35192049.0,3704703.0,38896752.0,1.3558349609375
3929,5954575564,3442848197,204649586,33574194.0,3694265.0,37268459.0,1.3112926483154297
3930,5960100674,3465658489,203318574,33865635.0,3730459.0,37596094.0,1.3151304721832275
3931,5966869441,3437275365,204649488,33281470.0,3662832.0,36944302.0,1.2949042320251465
3932,5972620374,3592530550,204911116,33733373.0,3716543.0,37449916.0,1.3052594661712646
3933,5978799168,3551249161,204369669,33449133.0,3606130.0,37055263.0,1.3029224872589111
3934,5984290757,3475240685,203947194,33716649.0,3752188.0,37468837.0,1.310472011566162
3935,5993407383,3509850321,203863328,39312033.0,4223500.0,43535533.0,1.450636386871338
3936,5998523991,3496987327,202772015,38462731.0,4026967.0,42489698.0,1.4310352802276611
3937,6034049663,3509091072,203638602,31994608.0,3714834.0,35709442.0,1.3217768669128418
3938,6037936446,3465023605,204102306,31273540.0,3675711.0,34949251.0,1.3410334587097168
3939,6040977125,3555807075,204459057,31520977.0,3725515.0,35246492.0,1.3379261493682861
3940,6044715512,3549543157,204886324,31451152.0,3626395.0,35077547.0,1.347137689590454
3941,6049201754,3536435310,217309749,31756511.0,3550833.0,35307344.0,1.354590654373169
3942,6051808048,3493507706,210322888,31768961.0,3750479.0,35519440.0,1.3418374061584473
3943,6055221351,3674596439,209899693,31951273.0,3749990.0,35701263.0,1.3468537330627441
