Matrix Size,Total Instructions,Total Cycles,L1 Cache Misses,cpu energy,dram energy,total energy,total time
3900,5815812362,3446389073,201519160,34577487.0,3722220.0,38299707.0,1.224461317062378
3901,5820203625,3243910650,201002686,36580107.0,3751639.0,40331746.0,1.3952913284301758
3902,5824173227,3272092095,199925938,49222531.0,4852832.0,54075363.0,1.7473061084747314
3903,5818332028,3310154728,198980314,34202121.0,3906667.0,38108788.0,1.2974553108215332
3904,5819268027,3267524841,191353338,31935404.0,3542044.0,35477448.0,1.255662441253662
3905,5859460377,3347266200,191092475,32802346.0,3396781.0,36199127.0,1.2859208583831787
3906,5861867680,3361426366,189428322,31735819.0,3396110.0,35131929.0,1.2520928382873535
3907,5864841289,3242623745,191176532,32331033.0,3580191.0,35911224.0,1.2671778202056885
3908,5868484703,3344441674,192881538,32265786.0,3521475.0,35787261.0,1.263385534286499
3909,5871947191,3361796698,194222735,32698708.0,3578848.0,36277556.0,1.2800827026367188
3910,5874879271,3419668380,194804649,32551247.0,3587760.0,36139007.0,1.2775156497955322
3911,5879617866,3523385323,195373431,32419412.0,3442313.0,35861725.0,1.283442735671997
3912,5882130897,3397217762,196212550,33904455.0,3703909.0,37608364.0,1.3131356239318848
3913,5887117267,3367501893,196593223,37847254.0,4227407.0,42074661.0,1.406390905380249
3914,5892761350,3411848066,195306546,38362634.0,3877370.0,42240004.0,1.426278829574585
3915,5891789035,3357342039,196262196,33275427.0,3704764.0,36980191.0,1.2882380485534668
3916,5895762655,3345286793,207540000,32239542.0,3460868.0,35700410.0,1.2750229835510254
3917,5898593127,3414940906,206727250,32505471.0,3593009.0,36098480.0,1.2781994342803955
3918,5901832568,3405598963,198506931,32709389.0,3624015.0,36333404.0,1.2784309387207031
3919,5905050928,3359206329,199600591,33032753.0,3576163.0,36608916.0,1.2876231670379639
3920,5908207432,3403434982,200386459,32537454.0,3513419.0,36050873.0,1.2824690341949463
3921,5949235416,3477928319,200046779,32529519.0,3547415.0,36076934.0,1.2816951274871826
3922,5960511664,3478434908,200593861,41024614.0,3723868.0,44748482.0,1.543813943862915
3923,5961054331,3457707565,200827891,32973182.0,3596792.0,36569974.0,1.2955098152160645
3924,5970869333,3508449840,201921363,37710231.0,3849416.0,41559647.0,1.4335358142852783
3925,5973928281,3444981461,201320346,38176965.0,4126088.0,42303053.0,1.435337781906128
3926,5980501341,3467390756,209052035,38886131.0,4070973.0,42957104.0,1.4724688529968262
3927,5985042274,3438716649,207274059,33815099.0,3757071.0,37572170.0,1.315948486328125
3928,5990763099,3436348975,200644270,33510473.0,3711111.0,37221584.0,1.3156805038452148
3929,5954793345,3443774442,203913484,32943824.0,3618521.0,36562345.0,1.2956020832061768
3930,5960692348,3448364299,198678373,33307166.0,3638114.0,36945280.0,1.303541660308838
3931,5967147436,3419027400,199513338,33431250.0,3596610.0,37027860.0,1.3179233074188232
3932,5972576242,3591122814,202424677,32778480.0,3554495.0,36332975.0,1.2924153804779053
3933,5978257110,3562882175,200924191,33088111.0,3644888.0,36732999.0,1.300600290298462
3934,5984408855,3566003666,198927249,32913734.0,3595450.0,36509184.0,1.2971999645233154
3935,5992406022,3470977332,205595037,38662376.0,4066030.0,42728406.0,1.458265781402588
3936,5997274937,3449036262,204361758,39332480.0,4198109.0,43530589.0,1.4657869338989258
3937,6034117296,3411824265,210711584,34659152.0,3912039.0,38571191.0,1.3319482803344727
3938,6038059009,3483680258,209897816,33302710.0,3600149.0,36902859.0,1.3066191673278809
3939,6040905088,3513711692,212279471,33345862.0,3698050.0,37043912.0,1.3065285682678223
3940,6044506217,3528620918,206865789,33277808.0,3703664.0,36981472.0,1.3093852996826172
3941,6048766461,3507442425,208159110,33486609.0,3604178.0,37090787.0,1.319936990737915
3942,6051910104,3518414462,207150526,33461218.0,3585257.0,37046475.0,1.315809726715088
3943,6055033512,3546878843,207409079,32237283.0,3656913.0,35894196.0,1.3456988334655762
3944,6058930815,3568891209,209536458,31118695.0,3590018.0,34708713.0,1.3591704368591309
3945,6062329017,3476225036,207568138,31058270.0,3547232.0,34605502.0,1.3543751239776611
3946,6069031515,3522619277,207667378,35343354.0,3910391.0,39253745.0,1.5069975852966309
3947,6071704926,3528653172,210240724,36899869.0,4144154.0,41044023.0,1.5612199306488037
3948,6073099769,3427776352,209072160,32499245.0,3727957.0,36227202.0,1.3924667835235596
3949,6075583242,3502274612,208316106,31660198.0,3674734.0,35334932.0,1.3637280464172363
3950,6079014366,3510686774,208179291,31693644.0,3718374.0,35412018.0,1.3667516708374023
3951,6084364399,3472405571,209477011,32475259.0,3596732.0,36071991.0,1.3996105194091797
3952,6084942511,3517675472,214966794,31563884.0,3673758.0,35237642.0,1.3613865375518799
3953,6120079011,3613947634,211482522,31759013.0,3697379.0,35456392.0,1.3661704063415527
3954,6119218369,3664341405,209930311,31736919.0,3637503.0,35374422.0,1.3666799068450928
3955,6117669511,3598547093,210091550,31904948.0,3744375.0,35649323.0,1.3642644882202148
3956,6115971824,3471827906,209666942,32041849.0,3869924.0,35911773.0,1.3697168827056885
3957,6118836832,3559385198,208183338,35888458.0,4174611.0,40063069.0,1.5140423774719238
3958,6115904568,3532486281,205932099,37250271.0,4333058.0,41583329.0,1.5413410663604736
3959,6113473636,3513165560,206269015,32137186.0,3667105.0,35804291.0,1.3775663375854492
3960,6111936720,3515339799,204753485,31726481.0,3703177.0,35429658.0,1.3670094013214111
3961,6068624854,3436330174,204204932,31683695.0,3648307.0,35332002.0,1.3609554767608643
3962,6067225880,3486023941,198114963,32130289.0,3767142.0,35897431.0,1.3716936111450195
3963,6066053466,3488130016,203969416,32323221.0,3811880.0,36135101.0,1.3781814575195312
3964,6065028413,3614327211,200990955,31657634.0,3650076.0,35307710.0,1.3641784191131592
3965,6064499387,3636068393,199683182,32740212.0,3640799.0,36381011.0,1.40401291847229
3966,6063400539,3365492799,200047494,31378277.0,3471366.0,34849643.0,1.3711578845977783
3967,6062012481,3471863902,200351572,33670995.0,3951528.0,37622523.0,1.4319441318511963
3968,6062115175,3538602160,200038481,36792020.0,4276722.0,41068742.0,1.534905195236206
3969,6099523846,3536748465,201218600,34877108.0,4185903.0,39063011.0,1.4577584266662598
3970,6100770808,3606580804,197955726,31826884.0,3828603.0,35655487.0,1.3585078716278076
3971,6104617123,3596441362,199533246,32168375.0,3861746.0,36030121.0,1.3722519874572754
3972,6108270705,3454946764,198539400,32289407.0,3863332.0,36152739.0,1.3740968704223633
3973,6112252409,3560356837,199897459,32026713.0,3825002.0,35851715.0,1.3737640380859375
3974,6116900667,3530899600,209094185,31721294.0,3539480.0,35260774.0,1.3759970664978027
3975,6118745051,3685081231,208776694,32228250.0,3836355.0,36064605.0,1.3756563663482666
3976,6122768784,3731081687,210342658,32566140.0,3845510.0,36411650.0,1.3912432193756104
3977,6126161857,3628271818,211137314,32269388.0,3829580.0,36098968.0,1.3788602352142334
3978,6132535300,3607242666,213018000,36287260.0,4113209.0,40400469.0,1.5231893062591553
3979,6135526379,3565216473,213593260,36466093.0,4340260.0,40806353.0,1.5166263580322266
3980,6137732691,3569826348,213684408,38049890.0,4508106.0,42557996.0,1.567326307296753
3981,6139953044,3415262607,206598281,33893162.0,4162282.0,38055444.0,1.4454569816589355
3982,6143941889,3465364261,202912856,32703041.0,3786428.0,36489469.0,1.4019441604614258
3983,6146963862,3551184336,205289794,32554055.0,3810903.0,36364958.0,1.398841381072998
3984,6148710627,3573968022,211664818,32294839.0,3852285.0,36147124.0,1.3767871856689453
3985,6191806770,3440872668,210254276,32372719.0,3859060.0,36231779.0,1.386842966079712
3986,6198598698,3815645616,217879666,32732400.0,3847280.0,36579680.0,1.3998053073883057
3987,6204995445,3742946213,217727952,32262857.0,3750601.0,36013458.0,1.3956005573272705
3988,6212264512,3632500466,218958499,33949498.0,3885671.0,37835169.0,1.4581573009490967
3989,6220040620,3551151015,208590719,38323083.0,4474720.0,42797803.0,1.5931801795959473
3990,6223764860,3637402312,208451520,35879119.0,4359547.0,40238666.0,1.4836115837097168
