Matrix Size,Total Instructions,Total Cycles,L1 Cache Misses,cpu energy,dram energy,total energy,total time
3963,6066153395,3526161339,208788349,32649453.0,3918935.0,36568388.0,1.3663330078125
3964,6064702777,3505348713,202873617,32350442.0,3890066.0,36240508.0,1.3640954494476318
3965,6063863003,3444747851,196472036,32245706.0,3776724.0,36022430.0,1.3664796352386475
3966,6062627708,3473551898,201986133,32590554.0,3769278.0,36359832.0,1.378436803817749
3967,6060561979,3457466315,205507003,32612343.0,3900075.0,36512418.0,1.3698501586914062
3968,6058729270,3606744899,203803214,32433206.0,3879812.0,36313018.0,1.3666367530822754
3969,6098593273,3517439877,203872879,32849342.0,3885732.0,36735074.0,1.3790104389190674
3970,6102124406,3553509202,207448240,32437173.0,3845998.0,36283171.0,1.3708655834197998
3971,6107841945,3544214129,205964975,35171663.0,4015615.0,39187278.0,1.4743123054504395
3972,6111268379,3576266290,205980077,37920740.0,4440541.0,42361281.0,1.5457637310028076
3973,6113951901,3539403728,207105206,34824740.0,4155324.0,38980064.0,1.4440765380859375
3974,6115964155,3528658963,206477685,32825661.0,3927053.0,36752714.0,1.3835561275482178
3975,6119258334,3415427898,200466884,32468728.0,3898489.0,36367217.0,1.3701145648956299
3976,6123034236,3551717979,207424100,32871315.0,3874868.0,36746183.0,1.3918988704681396
3977,6125972668,3567418097,207174855,32814980.0,3957571.0,36772551.0,1.3804872035980225
3978,6130040573,3600798789,208089430,32791664.0,3912039.0,36703703.0,1.3857955932617188
3979,6133519435,3786548903,207245149,32619545.0,3865957.0,36485502.0,1.3837273120880127
3980,6136464056,3598176570,206638574,32801918.0,3910573.0,36712491.0,1.3820559978485107
3981,6140635647,3585670738,208458025,32846535.0,3829519.0,36676054.0,1.398745059967041
3982,6145652511,3585450722,206044707,37615138.0,4497364.0,42112502.0,1.5254356861114502
3983,6147423243,3576142954,211412219,38078821.0,4616932.0,42695753.0,1.5459413528442383
3984,6151826937,3564731196,208370511,38161707.0,4476490.0,42638197.0,1.5636157989501953
3985,6192510319,3518003405,209066876,33519689.0,3991934.0,37511623.0,1.414052963256836
3986,6198229937,3565777244,204271484,33013893.0,3960623.0,36974516.0,1.3922398090362549
3987,6204405471,3588910436,208791017,33278418.0,3924856.0,37203274.0,1.4126813411712646
3988,6210466965,3520988039,210048713,33431006.0,3923819.0,37354825.0,1.4155631065368652
3989,6216398778,3612360654,209735750,33337622.0,3997365.0,37334987.0,1.4079887866973877
3990,6222975887,3700935644,212914321,33487158.0,3925954.0,37413112.0,1.4162132740020752
3991,6228720726,3755086444,214937190,32948341.0,3886709.0,36835050.0,1.3981883525848389
3992,6237345996,3621928289,212954848,36119781.0,4090382.0,40210163.0,1.5143790245056152
3993,6201544101,3539314652,215197465,38564294.0,4486317.0,43050611.0,1.5905253887176514
3994,6204659141,3579923940,215966267,35062472.0,4266286.0,39328758.0,1.4611759185791016
3995,6209783957,3579736004,213378951,33565466.0,4056692.0,37622158.0,1.412093162536621
3996,6216184230,3574209638,218466606,33140968.0,3887685.0,37028653.0,1.4137811660766602
3997,6222221367,3619074196,212809195,33145301.0,3897207.0,37042508.0,1.4108092784881592
3998,6227858822,3528182807,215396176,33585668.0,4038808.0,37624476.0,1.416989803314209
3999,6234228441,3717436732,215972549,33420447.0,3911611.0,37332058.0,1.4201581478118896
