Total Instructions,Total Cycles,L1 Data Cache Misses,L1 Instruction Cache Misses,L2 Data Cache Misses,L2 Instruction Cache Misses,L1 Cache Misses,L2 Cache Misses,L3 Load Misses,Data TLB Misses,Ins TLB Misses,L1 Load Misses,L1 Store Misses,L2 Load Misses,L2 Store Misses,Cycles Stall Waiting for MemWrites,Cycles With 0 ins issue,Cycles With max ins issue,Cycles With no ins comp,Cycles With max ins comp,Unconditional branch ins,Conditional branch ins,Conditional branch ins taken,Conditional branch ins not taken,Conditional branch ins mispred,Conditional branch ins corr_pred,Load ins,Store Ins,Branch Ins,Cycle stalled on any resoruce,Loas/Store ins comp,L2 data cache access,L3 data cache access,L2 data cache reads,L3 data cache reads,L2 data cache writes,L3 data cache writes,L2 ins cache hits,L2 ins cache accesses,L3 ins cache accesses,L2 ins cache reads,L3 ins cache reads,L2 tot cache access,L3 tot cache access,L2 tot cache reads,L3 tot cache reads,L2 tot cache writes,L3 tot cache writes,FLOPS:sing_prec_vec_ops,FLOPS:dob_prec_vec_ops,Sing precision vec ins,Dob prec vec ins,Ref clock cyc,cpu energy,dram energy
6336413.6,4176718.2,282056.0,107481.8,415465.0,60106.6,389457.4,3005.2,35.0,3441.2,3061.0,207674.2,27686.8,38336.6,10698.2,72850.8,912968.8,1054031.0,2082248.8,1584733.8,495863.8,701398.6,313443.0,387973.8,11080.8,690272.2,2097848.2,892771.8,1197123.4,658821.6,2990394.2,284664.8,440810.8,147979.0,58177.6,18720.4,10826.0,46478.2,106630.2,60735.6,105881.4,60820.0,399687.4,495516.8,254648.4,475412.2,23615.2,11293.4,2.0,1074560.0,2.0,455949.0,33539.4,0.043933,0.0005372
6340110.6,4028959.2,281824.2,108041.6,412635.0,60479.2,390569.2,2518.0,42.4,3695.2,2859.0,206833.0,26647.6,37770.8,10621.8,55607.0,957759.8,1052477.4,2070186.4,1587679.2,496019.4,701737.8,313422.6,388152.0,11003.0,690452.6,2098501.8,893107.0,1197543.8,673764.8,2991681.2,287160.8,443189.6,143379.0,59686.2,19858.4,11249.0,46881.2,107297.8,60436.2,105710.2,61115.0,386438.4,492567.8,252663.4,474942.4,18375.6,11270.0,2.0,1075025.0,2.0,456365.0,33477.8,0.0024048,0.0004027999999999999
6339263.6,4016817.8,282310.6,108472.8,417539.4,60782.6,389302.4,3217.8,34.6,3391.2,2875.6,208091.0,28069.8,38004.2,10654.4,71586.8,909796.4,1053018.6,2113730.8,1586174.8,496042.2,701629.0,313598.2,388092.8,11209.0,690546.6,2098698.6,893155.0,1197609.4,666315.4,2991485.2,283915.8,440849.8,148712.6,60429.8,19170.8,10870.0,47149.6,106014.8,61053.6,106480.4,61055.6,386732.4,493390.6,255141.8,474215.6,20328.4,11199.2,2.0,1075156.0,2.0,456456.0,33566.0,0.0107056,0.0003052
6339793.6,4019311.4,282657.6,107793.6,412454.0,60218.0,390408.2,6195.2,61.8,3628.6,2898.0,207642.2,27717.6,38103.8,10841.0,51230.0,892268.6,1053392.6,2083306.4,1585763.4,496058.2,701765.6,313474.6,388139.2,11117.2,690361.2,2098675.4,893149.6,1197589.8,666574.4,2991892.6,283216.4,443169.6,145615.2,57857.4,19908.0,11190.2,46398.0,107134.8,60622.0,105749.2,61935.4,387755.8,494457.6,255500.0,472996.4,19839.2,11264.4,2.0,1075172.0,2.0,456464.0,33589.2,0.050317200000000006,0.0003664
6338700.0,3988591.0,282017.4,108145.8,415270.8,59953.8,389423.0,21374.0,30.4,3446.4,2734.4,161220.6,27376.2,38422.4,10670.2,70946.2,907281.8,1054725.8,2085662.6,1587375.2,496045.6,701679.6,313649.2,388056.2,11105.6,690442.8,2098660.4,893110.4,1197584.0,662069.4,2991913.6,285766.0,432366.6,150803.6,60896.6,18940.0,10749.2,46804.6,107541.0,60568.2,105773.4,60670.0,389487.8,495910.4,256078.8,474389.8,24207.6,11255.2,2.0,1075053.0,2.0,456289.0,33530.8,0.009606799999999999,0.0011351999999999998
6340483.4,4030177.8,282433.4,107031.0,412897.8,59812.8,393780.2,6709.0,42.4,3752.4,2776.6,148199.4,27528.2,37719.4,10765.2,52394.6,899598.8,1052431.0,2083404.8,1585859.8,496183.2,701852.2,313549.0,388136.8,11076.8,690015.2,2098899.0,893202.0,1197781.2,668691.4,2991998.8,283751.2,432650.8,147164.6,59073.0,19563.2,11319.6,46039.8,106684.2,61737.0,105805.0,61828.2,388286.6,494026.0,254999.2,470753.8,19924.0,11257.0,2.0,1075208.0,2.0,456400.0,33532.4,0.0258544,0.0008423999999999999
6340543.8,4002721.0,282215.8,108157.2,417437.6,60058.2,388924.4,4717.2,35.0,3466.4,2761.6,148026.4,26729.8,38634.0,10558.4,82755.6,918889.4,1050937.2,2062949.8,1588017.4,496274.6,701887.0,313779.0,388160.8,11072.4,690714.6,2099431.6,893443.8,1198077.4,649901.8,2992938.6,282734.2,420226.4,147397.6,57017.8,18325.6,10762.2,45986.8,107886.8,60280.8,105406.4,59796.6,387468.0,496674.6,262115.0,475958.6,18675.6,11215.8,2.0,1075401.0,2.0,456536.0,33529.8,0.0022706000000000002,0.0005369999999999999
6363178.0,4002785.6,282250.8,107928.4,413562.0,60785.0,389169.6,3195.0,534.4,3719.8,2770.0,151131.4,27314.8,38031.8,10808.0,54712.6,933390.6,1051814.6,2084300.6,1586512.4,496327.6,701857.8,313587.8,388113.8,11111.8,690466.0,2099459.8,893378.4,1197924.6,669205.4,2993032.6,286943.2,429270.8,151760.2,58794.6,19089.6,11184.6,46183.0,106604.0,60205.4,105287.4,60588.8,390332.4,495632.6,257794.6,479794.0,18763.2,11231.2,2.0,1075564.0,2.0,456523.0,33525.6,0.0012818,0.0005738
6335452.8,4020422.6,282495.4,107292.6,417529.2,59810.2,388168.0,2672.2,200.2,3402.0,2861.2,151833.2,26959.2,38304.8,10794.2,75358.2,898097.8,1052945.2,2076273.4,1586890.6,496329.6,701776.0,313727.8,388067.2,11084.6,690636.8,2099400.4,893377.8,1197979.8,658924.4,2992873.4,283938.0,440277.2,151767.6,58559.4,18303.2,10885.0,46155.0,106142.4,59856.8,105829.4,59878.6,388786.0,495728.4,258252.0,476034.4,19131.2,11035.4,2.0,1075540.0,2.0,456511.0,33541.4,0.0019652,0.00047599999999999997
6337717.4,3999897.4,282339.2,107325.0,414612.8,60650.8,387761.4,3731.8,59.4,3698.8,2913.8,150182.8,27040.8,37587.4,10633.6,52144.6,905524.2,1057453.2,2117385.6,1586341.0,496399.0,702039.6,313631.4,388237.6,11080.8,690651.8,2099923.6,893633.0,1198193.2,660626.2,2993602.0,282078.6,440727.8,149896.8,57201.6,19432.4,11223.2,46749.8,107612.2,60502.6,107183.6,59897.6,389825.8,493264.2,258430.6,478136.6,19207.2,11149.8,2.0,1076013.0,2.0,456800.0,33572.0,0.05434560000000001,0.0005126
