pred energy,true energy,pred co2,true co2
0.02763493258215253,0.060259900000000005,2.9583886202508837e-06,6.450972944750001e-06
0.01628163821879692,0.011267,1.7429900754177573e-06,1.2061605175e-06
0.014625472778214363,0.006481899999999999,1.5656934245897932e-06,6.939035997499999e-07
0.017220002864567676,0.0189086,1.8434443566591311e-06,2.0242129015000003e-06
0.013708142944834177,0.007721,1.467490972601861e-06,8.265523525000001e-07
0.013006730622054343,0.0041259,1.3924030299174727e-06,4.4168790975e-07
0.02411241095401567,0.0330993999999999,2.5812938736547627e-06,3.543373518499989e-06
0.018213397853790152,0.0091614,1.9497897737428704e-06,9.807507735e-07
0.026100237185386423,0.0475097,2.79409564128858e-06,5.0860321592500005e-06
0.02147988962554136,0.0116943,2.299475884138266e-06,1.25190405075e-06
0.021568645678669944,0.0203308,2.3089774415158143e-06,2.176462967e-06
0.01750385966771706,0.0270995,1.8738319370782805e-06,2.9010692237499997e-06
0.014612415529337142,0.0047424,1.5642956134543642e-06,5.07685776e-07
2.421564834938048,2.4031127,0.0002592345694922054,0.00025725922231675
0.01591649341353492,0.014154,1.7039004111524467e-06,1.515221085e-06
0.013009629153653418,0.0040527,1.3927133249714825e-06,4.3385166675e-07
0.017240976120877154,0.0170348,1.8456895961802015e-06,1.8236179270000001e-06
0.013506978265885,0.0118407999999999,1.445955790808654e-06,1.2675872419999892e-06
7.286032350624195,7.4841971,0.0007799879782151967,0.0008012020100477501
0.01312631600048697,0.0089478,1.4052049436421314e-06,9.578843595e-07
0.9556295552020176,0.9760961,0.00010230253295826399,0.00010449352774525001
8.341648882679001,8.4408475,0.0008929943670129938,0.00090361382699375
6.199531542424963,6.204982899999999,0.0006636753504454483,0.0006642589319022498
0.013027158606212928,0.0010558999999999,1.3945898966916093e-06,1.1303673474998929e-07
0.017620073529388786,0.011444,1.8862729215048932e-06,1.22510881e-06
0.023837458848473658,0.036444,2.5518595633762267e-06,3.90142131e-06
7.9485630080029175,8.0043924,0.0008509135414142323,0.0008568902174010001
0.023577594338302272,0.0650023,2.524040417901104e-06,6.9586587207499995e-06
0.02095828150305145,0.0245055,2.2436364306054153e-06,2.6233750387500003e-06
0.020873886319971637,0.0246214999999999,2.2346017152687637e-06,2.635793128749989e-06
0.021111607091765294,0.018573,2.2600503181912043e-06,1.9882860825e-06
0.014581725584861623,0.0105407,1.561010178173399e-06,1.1284082867499999e-06
0.013268352866103297,0.006732099999999899,1.4204103451985233e-06,7.206881352499892e-07
0.021261600309532277,0.0231688,2.276107467136204e-06,2.480277962e-06
0.02381644808533463,0.034851,2.5496103086552853e-06,3.7308866774999997e-06
0.07517477646277455,0.1027463,8.047647757281173e-06,1.099924828075e-05
0.02351940052027346,0.0413756,2.5178106241965746e-06,4.429361419e-06
0.01677232922417869,0.0107361,1.7955197742713893e-06,1.14932634525e-06
0.0135011215482722,0.0080506,1.4453288145464096e-06,8.618368565e-07
16.448729680864396,16.5776919,0.001760877634160736,0.00177468336212475
0.9607275105802721,0.9783056,0.00010284828182639458,0.00010473006024400001
0.021491692461304057,0.0250916,2.3007394072137527e-06,2.686118509e-06
5.906857935229081,5.9776764,0.0006323439091111112,0.0006399252028109999
0.022158645158879695,0.0201598,2.3721383608709688e-06,2.1581569895e-06
0.021643791478193772,0.0239867,2.317021987219339e-06,2.56783620175e-06
0.013212014458179556,0.0011292,1.4143791777842669e-06,1.2088368299999997e-07
0.021651500435245333,0.028924500000000002,2.317847250344101e-06,3.09644003625e-06
0.017032875546613528,0.013452,1.8234119094538448e-06,1.44007023e-06
0.013117399913773515,0.0017395,1.4042504542692393e-06,1.8621782375e-07
0.013307556785472241,0.010321,1.4246072227767671e-06,1.1048888525000002e-06
7.003372079117948,6.9830755,0.0007497284894997742,0.0007475556899637501
0.016986398492523227,0.0180908,1.818436424620843e-06,1.936665367e-06
0.021486694591488952,0.0114319,2.300204372755371e-06,1.22381347475e-06
0.01682560849986848,0.0043822999999999996,1.8012234539321704e-06,4.6913617074999993e-07
0.02466099953932185,0.057849000000000005,2.6400216531832524e-06,6.1928800725e-06
0.021654960044898742,0.0409728,2.3182176102065225e-06,4.386240672e-06
0.020842486876256748,0.0209167,2.2312403263204756e-06,2.23918502675e-06
0.014532769146018788,0.0027038,1.5557692690041763e-06,2.894485495e-07
0.07752997837382143,0.0820494,8.299778009863519e-06,8.7835933935e-06
0.024261881702756984,0.0568541,2.597295090984392e-06,6.08637354025e-06
0.038372615264389044,0.0467101,4.107884395591008e-06,5.00043298025e-06
0.01570432782280328,0.0225829,1.6811875542506481e-06,2.41755590225e-06
0.024502281645631716,0.0650756,2.623030505868989e-06,6.966505668999999e-06
0.013172221300634161,0.0016662,1.4101192207861386e-06,1.783708755e-07
0.013061590874467333,0.0054748999999999,1.3982759570889143e-06,5.861017322499893e-07
0.014636072494960434,0.0088866999999999,1.566828150766752e-06,9.513434517499893e-07
0.017326608345589238,0.0208983,1.8548567399161918e-06,2.23721526075e-06
0.046527838413367564,0.0380004,4.980921421747032e-06,4.068037821e-06
0.01762235247542406,0.0044310999999999,1.8865168883753342e-06,4.743603327499893e-07
0.013187039256898785,0.005383299999999999,1.4117055200491572e-06,5.762957232499999e-07
0.013060104200395769,0.0070006999999999995,1.3981168049128681e-06,7.494424367499999e-07
3.0929615652240026,3.0965130000000003,0.00033110926796114254,0.00033148945793250005
0.013098478633044112,0.0029786,1.4022248838639548e-06,3.188665765e-07
0.013646068416368898,0.007763700000000001,1.4608457391433316e-06,8.311234942500001e-07
