index,cycles,cpu energy,dram energy,total energy,total time
1,6571232,781248.0,16479.0,797727.0,0.048674821853637695
2,5188555,41260.0,976.0,42236.0,0.0014023780822753906
3,5130974,34973.0,671.0,35644.0,0.001283884048461914
4,4968591,35095.0,489.0,35584.0,0.0012094974517822266
5,4864393,33569.0,427.0,33996.0,0.001180887222290039
6,4885530,35339.0,367.0,35706.0,0.001226186752319336
7,4929835,43701.0,671.0,44372.0,0.0012907981872558594
8,4753374,39367.0,488.0,39855.0,0.0011844635009765625
9,4825149,34607.0,427.0,35034.0,0.0011487007141113281
10,5628266,81665.0,2014.0,83679.0,0.0015947818756103516
11,5110914,32715.0,488.0,33203.0,0.0012848377227783203
12,4983460,30090.0,488.0,30578.0,0.0012784004211425781
13,4776304,32043.0,489.0,32532.0,0.0012106895446777344
14,4834086,33753.0,427.0,34180.0,0.0012767314910888672
15,4845678,33203.0,489.0,33692.0,0.001180887222290039
16,4881970,33630.0,427.0,34057.0,0.0012829303741455078
17,4906816,33630.0,549.0,34179.0,0.001192331314086914
18,4824031,29724.0,488.0,30212.0,0.0012362003326416016
19,4793708,39063.0,488.0,39551.0,0.0012080669403076172
20,4852059,34729.0,610.0,35339.0,0.0012111663818359375
21,4754191,30945.0,550.0,31495.0,0.0012059211730957031
22,4920562,38757.0,610.0,39367.0,0.0013167858123779297
23,4875296,35766.0,610.0,36376.0,0.0011494159698486328
24,4977674,30456.0,550.0,31006.0,0.0013058185577392578
25,4933577,43945.0,671.0,44616.0,0.0012145042419433594
26,4832612,30639.0,549.0,31188.0,0.0012345314025878906
27,4856488,32226.0,611.0,32837.0,0.001211404800415039
28,4859326,32410.0,610.0,33020.0,0.0012199878692626953
29,4853183,38330.0,610.0,38940.0,0.0012013912200927734
30,4865259,34667.0,550.0,35217.0,0.0011897087097167969
31,4834704,35400.0,549.0,35949.0,0.0011739730834960938
32,4763529,35705.0,549.0,36254.0,0.0011606216430664062
33,4739376,28931.0,427.0,29358.0,0.0011553764343261719
34,4775440,28015.0,549.0,28564.0,0.0012238025665283203
35,4829397,33874.0,550.0,34424.0,0.0012056827545166016
36,4934354,28198.0,610.0,28808.0,0.0012593269348144531
37,4843668,35706.0,610.0,36316.0,0.0011577606201171875
38,4795246,65612.0,916.0,66528.0,0.0011644363403320312
39,4768174,77026.0,1159.0,78185.0,0.0011780261993408203
40,4803594,69946.0,1160.0,71106.0,0.0011830329895019531
41,4792157,72815.0,1099.0,73914.0,0.001216888427734375
42,4840131,72083.0,793.0,72876.0,0.0011773109436035156
43,4879913,75195.0,916.0,76111.0,0.0011906623840332031
44,4941849,38024.0,610.0,38634.0,0.0011963844299316406
45,4769164,33570.0,489.0,34059.0,0.0011205673217773438
46,4771714,31799.0,427.0,32226.0,0.0011529922485351562
47,4781854,36011.0,427.0,36438.0,0.0011761188507080078
48,4718827,36255.0,366.0,36621.0,0.0011096000671386719
49,4829459,29236.0,366.0,29602.0,0.001188039779663086
50,4875209,33020.0,427.0,33447.0,0.0011701583862304688
51,4826010,30823.0,488.0,31311.0,0.0011985301971435547
52,4783222,38819.0,611.0,39430.0,0.0011715888977050781
53,4820769,28381.0,488.0,28869.0,0.0012483596801757812
54,4807636,30212.0,488.0,30700.0,0.0011801719665527344
55,4904769,33875.0,488.0,34363.0,0.0012485980987548828
56,4840117,28259.0,366.0,28625.0,0.0012404918670654297
57,4820759,32837.0,427.0,33264.0,0.0012202262878417969
58,4790920,69519.0,733.0,70252.0,0.001180887222290039
59,4950842,74158.0,1282.0,75440.0,0.0012853145599365234
60,4985451,34058.0,732.0,34790.0,0.0012929439544677734
61,4949192,31738.0,671.0,32409.0,0.0012500286102294922
62,4846687,31067.0,489.0,31556.0,0.0011911392211914062
63,4854559,37963.0,427.0,38390.0,0.001184225082397461
64,4823972,25146.0,367.0,25513.0,0.001207113265991211
65,4802739,35217.0,427.0,35644.0,0.0012292861938476562
66,4771012,74463.0,854.0,75317.0,0.0011897087097167969
67,4850863,71960.0,916.0,72876.0,0.0012087821960449219
68,4802518,71045.0,916.0,71961.0,0.001215219497680664
69,4943913,72021.0,1037.0,73058.0,0.001271963119506836
70,4773598,41138.0,428.0,41566.0,0.0011057853698730469
71,4873852,68725.0,793.0,69518.0,0.001238107681274414
72,4762674,71899.0,855.0,72754.0,0.0012035369873046875
73,4855224,73059.0,854.0,73913.0,0.0011925697326660156
74,4783127,67444.0,855.0,68299.0,0.0012187957763671875
75,4884486,72815.0,793.0,73608.0,0.0012123584747314453
76,4864767,42236.0,488.0,42724.0,0.001177072525024414
77,4994050,39978.0,732.0,40710.0,0.0012493133544921875
78,6069530,85877.0,2930.0,88807.0,0.0016067028045654297
79,5268740,60913.0,2075.0,62988.0,0.0013141632080078125
80,5341268,28870.0,1221.0,30091.0,0.0014312267303466797
81,4968709,35644.0,855.0,36499.0,0.0012536048889160156
82,5282905,26977.0,1282.0,28259.0,0.0013582706451416016
83,5229999,79406.0,2624.0,82030.0,0.0013308525085449219
84,5684613,74463.0,3235.0,77698.0,0.0014581680297851562
85,5494577,35706.0,1709.0,37415.0,0.0014164447784423828
86,5044014,32409.0,1342.0,33751.0,0.0012466907501220703
87,5431166,79589.0,2747.0,82336.0,0.0014081001281738281
88,5012913,35950.0,1038.0,36988.0,0.0012252330780029297
89,5455186,39001.0,1525.0,40526.0,0.0014233589172363281
90,5008718,41015.0,1343.0,42358.0,0.0012650489807128906
91,5303700,70068.0,2991.0,73059.0,0.0014429092407226562
92,5283905,28992.0,1282.0,30274.0,0.0013463497161865234
93,5301960,33935.0,1587.0,35522.0,0.0013608932495117188
94,5354019,75500.0,2625.0,78125.0,0.001359701156616211
95,5154016,33142.0,1037.0,34179.0,0.0013399124145507812
96,5592596,42602.0,1953.0,44555.0,0.0015823841094970703
97,4950677,74646.0,2014.0,76660.0,0.001222372055053711
98,5465537,79406.0,3418.0,82824.0,0.0014929771423339844
99,5999149,80078.0,4699.0,84777.0,0.001585245132446289
100,5268472,24841.0,1282.0,26123.0,0.0014033317565917969
101,5757813,77575.0,3235.0,80810.0,0.0015151500701904297
102,4933778,35706.0,977.0,36683.0,0.001215219497680664
103,5560681,43823.0,1526.0,45349.0,0.0014569759368896484
104,5124952,34118.0,915.0,35033.0,0.0013070106506347656
105,5303505,67261.0,2747.0,70008.0,0.0013580322265625
106,5975737,42420.0,2258.0,44678.0,0.0016341209411621094
107,5352579,53101.0,3173.0,56274.0,0.0014557838439941406
108,5629553,42968.0,1892.0,44860.0,0.0015628337860107422
109,5000984,35828.0,1099.0,36927.0,0.0012297630310058594
110,5389313,75684.0,3113.0,78797.0,0.0013780593872070312
111,5422917,34180.0,1160.0,35340.0,0.0014104843139648438
112,5451732,66040.0,2442.0,68482.0,0.0014414787292480469
113,6068501,45898.0,2929.0,48827.0,0.0015707015991210938
114,5180668,64453.0,2624.0,67077.0,0.0013675689697265625
115,5452442,38697.0,1648.0,40345.0,0.0014281272888183594
116,5204787,35339.0,1220.0,36559.0,0.0013566017150878906
117,6006777,79346.0,3601.0,82947.0,0.0016329288482666016
118,5595230,41748.0,1831.0,43579.0,0.0014202594757080078
119,4986104,63415.0,2075.0,65490.0,0.0012383460998535156
120,7393043,77820.0,6103.0,83923.0,0.0023860931396484375
121,5182767,89600.0,2441.0,92041.0,0.0013301372528076172
122,5439018,80016.0,2625.0,82641.0,0.0014257431030273438
123,5033219,28320.0,1038.0,29358.0,0.0013103485107421875
124,5165971,39306.0,1038.0,40344.0,0.0013866424560546875
125,4962631,33996.0,1037.0,35033.0,0.0012671947479248047
126,4991899,40222.0,915.0,41137.0,0.0012731552124023438
127,5189333,69641.0,4333.0,73974.0,0.0013654232025146484
128,5275746,40894.0,1404.0,42298.0,0.0013873577117919922
129,4841393,33508.0,977.0,34485.0,0.0011742115020751953
130,4763269,29419.0,855.0,30274.0,0.001226663589477539
131,4807927,35767.0,916.0,36683.0,0.001199483871459961
132,5038542,36133.0,1160.0,37293.0,0.0013070106506347656
133,4980099,35400.0,855.0,36255.0,0.0013289451599121094
134,5206083,41015.0,672.0,41687.0,0.0012738704681396484
135,5100392,70129.0,1526.0,71655.0,0.001283884048461914
136,4856110,80688.0,1221.0,81909.0,0.0012614727020263672
137,4793392,78674.0,1099.0,79773.0,0.0012295246124267578
138,4794516,69885.0,1037.0,70922.0,0.0012385845184326172
139,4805132,73303.0,1038.0,74341.0,0.0012536048889160156
140,5009975,79224.0,1709.0,80933.0,0.0013339519500732422
141,5161453,34119.0,794.0,34913.0,0.0013642311096191406
142,4839228,41992.0,733.0,42725.0,0.001230001449584961
143,4817856,33325.0,549.0,33874.0,0.0012309551239013672
144,4771815,32837.0,610.0,33447.0,0.0012106895446777344
145,4779593,33447.0,549.0,33996.0,0.001220703125
146,4776212,35949.0,549.0,36498.0,0.0011947154998779297
