index,cycles,cpu energy,dram energy,total energy,total time
1,6879596,626341.0,14099.0,640440.0,0.0365290641784668
2,6610186,52674.0,427.0,53101.0,0.0015997886657714844
3,6503390,58960.0,733.0,59693.0,0.0016169548034667969
4,7336895,93017.0,2258.0,95275.0,0.0019130706787109375
5,6628124,38819.0,916.0,39735.0,0.0016281604766845703
6,6487662,35706.0,672.0,36378.0,0.0016400814056396484
7,6468921,61584.0,1404.0,62988.0,0.0015473365783691406
8,6493346,59082.0,916.0,59998.0,0.0015273094177246094
9,6786307,49804.0,1038.0,50842.0,0.001607656478881836
10,6476181,29908.0,427.0,30335.0,0.0014810562133789062
11,6405166,31006.0,366.0,31372.0,0.0014653205871582031
12,6394334,55847.0,672.0,56519.0,0.0015065670013427734
13,6485347,27222.0,366.0,27588.0,0.0015573501586914062
14,6721314,26672.0,488.0,27160.0,0.0015416145324707031
15,6430993,30884.0,428.0,31312.0,0.0015141963958740234
16,6456891,61280.0,732.0,62012.0,0.0015208721160888672
17,6510233,64209.0,732.0,64941.0,0.0015611648559570312
18,5554336,42724.0,855.0,43579.0,0.0014584064483642578
19,4744480,43518.0,549.0,44067.0,0.0012054443359375
20,4733761,39612.0,427.0,40039.0,0.0011403560638427734
21,4662520,39245.0,366.0,39611.0,0.0011560916900634766
22,4720400,39917.0,428.0,40345.0,0.0012059211730957031
23,4749290,32349.0,366.0,32715.0,0.0011980533599853516
24,4695826,34302.0,428.0,34730.0,0.0012772083282470703
25,5017792,26795.0,671.0,27466.0,0.0013163089752197266
26,4886513,38269.0,610.0,38879.0,0.0012240409851074219
27,4761472,41138.0,428.0,41566.0,0.0011577606201171875
28,4711345,36682.0,488.0,37170.0,0.0012111663818359375
29,4762333,30090.0,366.0,30456.0,0.0012221336364746094
30,4971244,36438.0,732.0,37170.0,0.0013055801391601562
31,5018533,41443.0,733.0,42176.0,0.001268148422241211
32,4952825,28320.0,611.0,28931.0,0.0013098716735839844
33,4782017,35278.0,427.0,35705.0,0.0011928081512451172
34,4807266,34363.0,428.0,34791.0,0.0011730194091796875
35,4688859,30517.0,427.0,30944.0,0.0012240409851074219
36,4755500,37354.0,428.0,37782.0,0.0012516975402832031
37,4757488,30578.0,366.0,30944.0,0.0012464523315429688
38,5064057,32532.0,550.0,33082.0,0.0012431144714355469
39,4847436,27527.0,427.0,27954.0,0.0011706352233886719
40,4736130,29175.0,366.0,29541.0,0.0012133121490478516
41,4709758,71777.0,732.0,72509.0,0.0012445449829101562
42,4857497,74951.0,916.0,75867.0,0.0012972354888916016
43,4840686,73181.0,854.0,74035.0,0.0011630058288574219
44,4978615,72570.0,1160.0,73730.0,0.0012950897216796875
45,4968085,40161.0,550.0,40711.0,0.0011916160583496094
46,4819048,70130.0,976.0,71106.0,0.001195669174194336
47,4731265,71838.0,794.0,72632.0,0.0012195110321044922
48,4802366,79345.0,915.0,80260.0,0.0012812614440917969
49,4801347,68848.0,733.0,69581.0,0.0012080669403076172
50,4958884,77331.0,1159.0,78490.0,0.001314401626586914
51,4978611,27527.0,549.0,28076.0,0.001291513442993164
52,4777066,33386.0,428.0,33814.0,0.001172780990600586
53,4700918,73303.0,793.0,74096.0,0.0012097358703613281
54,4787362,70007.0,732.0,70739.0,0.001276254653930664
55,4808970,72021.0,855.0,72876.0,0.0011844635009765625
56,4692594,70984.0,793.0,71777.0,0.0011873245239257812
57,4949089,77942.0,1221.0,79163.0,0.0012459754943847656
58,5074016,65674.0,1099.0,66773.0,0.0012431144714355469
59,4766532,71288.0,854.0,72142.0,0.0012042522430419922
60,4723506,37293.0,427.0,37720.0,0.0011603832244873047
61,4742308,37659.0,305.0,37964.0,0.0011649131774902344
62,4746776,33386.0,427.0,33813.0,0.001150369644165039
63,4707807,33081.0,366.0,33447.0,0.0011603832244873047
64,4718810,29968.0,305.0,30273.0,0.0011639595031738281
65,4745041,34729.0,367.0,35096.0,0.0011806488037109375
66,4761390,32715.0,366.0,33081.0,0.0012142658233642578
67,4778660,32776.0,366.0,33142.0,0.0011830329895019531
68,4682901,73608.0,794.0,74402.0,0.0011589527130126953
69,4736606,75622.0,732.0,76354.0,0.0011706352233886719
70,4683983,69336.0,733.0,70069.0,0.0011906623840332031
71,4691484,77270.0,671.0,77941.0,0.001148223876953125
72,4733417,40100.0,427.0,40527.0,0.0011539459228515625
73,4744964,34301.0,366.0,34667.0,0.0011751651763916016
74,4668281,33691.0,366.0,34057.0,0.0011665821075439453
75,4681390,33936.0,367.0,34303.0,0.001218557357788086
76,4714075,34363.0,366.0,34729.0,0.0011889934539794922
77,5752792,38513.0,1099.0,39612.0,0.0015187263488769531
78,5391327,20630.0,1221.0,21851.0,0.001470327377319336
79,5864852,74218.0,2746.0,76964.0,0.0015060901641845703
80,5735847,38452.0,1892.0,40344.0,0.0016613006591796875
81,5533906,70862.0,3601.0,74463.0,0.0015902519226074219
82,5892379,86364.0,3052.0,89416.0,0.0015397071838378906
83,5167857,72571.0,2502.0,75073.0,0.0013675689697265625
84,5661950,42603.0,1831.0,44434.0,0.001451253890991211
85,5183617,32715.0,1404.0,34119.0,0.0013828277587890625
86,5381739,70374.0,3296.0,73670.0,0.001573801040649414
87,5642209,45715.0,2258.0,47973.0,0.0014955997467041016
