pred,true
0.004625250773105388,0.005487
0.0040337381202352925,0.0053345
0.00310627454704486,0.0043701
0.0032504377846281542,0.0037231
0.0030168956642752306,0.0051147
0.004695464428564491,0.0060547
0.00540653174988889,0.0065245
0.0015192465806001072,0.0014648999999999
0.002840174810660025,0.0047424
0.001745960670270278,0.0006957
0.0066244379498804126,0.007782
0.0009755975965665834,0.0009216999999999
0.0038451586427372397,0.0047852
0.004202912770602134,0.0023438
0.001015182345591687,0.0003906
0.0021450553587190864,0.0038941
0.0009190110398572954,0.0005859
0.005702586980548173,0.0059387
0.0012465866236931623,0.0007568999999999
0.004500718296131525,0.0030456
0.005226116470153154,0.0067992999999999
0.00452107951647686,0.002008
0.005154599747746699,0.002057
0.004658486691089111,0.0044981999999999
0.0024483862241217423,0.0044677999999999
0.0022176322883907017,0.0018431999999999
0.005718213878952589,0.0059509
0.004902557035692595,0.0024354
0.004306989365867698,0.0027222
0.0013931120070753674,0.00094
0.004930793078401953,0.0031128
0.002484572692906201,0.0041992999999999
0.0034271107433550795,0.0022766
0.005135725024248066,0.0063964
0.005446717065706817,0.0067138
0.005883466414410638,0.0073486
0.003660044272640703,0.005487
0.004664887429156009,0.0049011
0.003142778350808992,0.0048279
0.00390259677557531,0.0023255
0.004009074634977858,0.0017821
0.0049763071393684796,0.0042907
0.0040180492844622655,0.0017760999999999
0.0027176546712696327,0.0029296999999999
0.0045309007269185,0.0048217
0.001492877184740761,0.0016479
0.0021658208018911574,0.0017456
0.006301995519502789,0.007135
0.003632743684804259,0.0039062
0.004152564084263732,0.005188
0.004082640180340791,0.0047240999999999
0.005540478581512593,0.0067688
0.00342065872515911,0.0048766
0.006016842394132938,0.0074096
0.005178486884448566,0.0022643999999999
0.002734650836885827,0.0012634
0.005854703026413053,0.0055115
0.004999887347571634,0.004596
0.003628242944478166,0.0031311
0.002404878231774251,0.0045288
0.006662883878826346,0.0076355
0.0038848261420928783,0.0014038
0.0035056290213798334,0.0053527
0.0034590354447376886,0.0053221999999999
0.004911616943093311,0.0063598
0.001481428801890507,0.0016357
0.002562206670807825,0.0015747
0.005096313173262068,0.0032166
0.0038661043813264465,0.0022032999999999
0.00441264799699795,0.0056274
0.005223832059513229,0.0017944999999999
0.0019844023624666163,0.0007386
0.004740517093748639,0.0062255
0.003958460646064589,0.0025147
0.0017352962841122015,0.0009888
0.0024069616594144068,0.0040587999999999
0.0023235168529991707,0.0016844999999999
