pred,true
4015.3397859824086,5249.0
2881.595061219596,3906.0
1377.051472048231,977.0
3791.791032521977,4517.0
4032.9596464910514,5310.0
4214.467626664824,5187.0
3066.5067942710325,1159.0
3116.449400145573,4883.0
685.8259668849173,672.0
2476.546624924476,4699.0
842.7268051145616,977.0
1482.8526865643676,1648.0
2486.7071775963973,1770.0
1846.448538721243,4334.0
3725.7432914849473,4577.0
3814.3312151075675,2381.0
1349.4794142713376,1221.0
825.1004911199639,855.0
965.4149485202329,489.0
1250.8618515490148,549.0
4417.173464345673,2197.0
683.1201124168942,366.0
2603.5687451118106,3601.0
4527.192492896291,6347.0
2032.0581701823198,1709.0
2424.326860434597,1709.0
2198.634627710739,2441.0
5022.768586306611,7995.0
4029.510719211707,6104.0
2677.8880112892507,1342.0
3824.0851981643614,6164.0
4015.8938638479217,4699.0
4353.8878152971265,4212.0
4428.904057957643,5554.0
1027.1877160757545,1099.0
1731.445575160697,1160.0
852.7398495360962,488.0
4729.812591406602,6043.0
3756.063612351851,5554.0
1546.4822142216258,3235.0
1805.888379497836,1281.0
902.7958523781203,427.0
3441.9272765495,1831.0
3802.0216516128316,3845.0
3709.7801330134557,1770.0
3937.0709864008745,5433.0
1301.275561898226,1099.0
1784.7974654722907,3052.0
2770.3876693268026,5249.0
1042.6032501676877,427.0
4181.917165437393,2075.0
3063.6737139370503,3540.0
3715.823361646469,1709.0
1646.91781612996,855.0
3709.88984227468,2381.0
2663.52347348132,3723.0
1652.374699467688,1586.0
3400.6609215773683,4089.0
4472.361832374576,5371.0
2450.0670501270056,2685.0
2023.2132067185316,1221.0
4723.233723439373,7019.0
4011.6382508242773,6225.0
3052.1044574739403,2258.0
3116.2834533638875,2075.0
2681.8569051512072,2746.0
2490.4889203656753,4578.0
3338.2778386358736,1526.0
3245.434301989609,3235.0
3896.497920205559,4333.0
1015.6673217205848,1037.0
2091.6727076493767,2198.0
2298.165819658893,5432.0
1677.7341334887874,3662.0
1774.1381505287513,1526.0
830.1406636503502,366.0
4514.786127112238,4699.0
3318.432447399528,1831.0
2547.4851863883755,3052.0
4693.403867505005,7019.0
1844.9172186969204,1159.0
2497.7417166518567,1648.0
1469.5870852218145,1220.0
4489.376909056635,3906.0
3449.419773742559,1709.0
1879.205511499215,1953.0
2767.4965076192307,2746.0
4024.6558539208677,4212.0
4184.190636346471,5127.0
3449.447431539506,4760.0
1283.3791234201085,793.0
2956.1134635350577,4212.0
1213.0813009188246,855.0
4855.788324942758,7080.0
3476.0219647731624,1953.0
878.7437102260706,488.0
1197.3661406932947,733.0
1705.7616229887485,1587.0
1933.6803083668742,3906.0
3559.446177705697,5249.0
4395.262035677353,5676.0
3748.1175272888536,1770.0
3377.3251163662567,4455.0
3686.9421681473973,5066.0
2483.527452874007,4273.0
3144.0085509505575,3541.0
2458.3542480190213,1221.0
4099.1465984393835,5127.0
2927.708906070047,1526.0
3603.8212690547193,5066.0
3657.30776064479,4944.0
1874.5424069338783,1465.0
3820.8003738135717,4089.0
5038.867267983145,6470.0
1046.5371108201766,427.0
880.6972726171239,1099.0
789.7519827680176,794.0
4015.9399601761675,4699.0
3378.8435294186706,3724.0
2808.5886184705937,1831.0
4517.152712604375,4883.0
4880.803880355144,6591.0
1805.1333216411717,1099.0
2845.0157809034895,5066.0
2765.2285682695415,3907.0
3832.037736713313,4212.0
1711.9707984034462,1099.0
3680.6785990653693,5249.0
3877.4573708603834,4456.0
4142.7491153270075,5310.0
2354.1221525163696,3174.0
1099.7083035250475,672.0
4430.339497619214,4883.0
3007.2232284407796,4638.0
1396.245061203183,916.0
1799.5104915217594,1465.0
1952.5023611161655,2930.0
3487.5792361909284,4090.0
2501.3612003457106,2746.0
3578.0312953278058,1892.0
867.889868777334,1648.0
3522.848458858292,5493.0
4183.218925747053,4700.0
2897.2337015402377,3174.0
3709.2444936792403,5005.0
2785.028785104207,1770.0
3282.9899025379605,4516.0
